,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt
0,2017-08-12,17:30,Premier League,Matchweek 1,Sat,Home,L,0,2,Manchester City,0.3,1.9,23,30415,Bruno,4-4-2,Michael Oliver,Match Report,,6,2,18.1,0.0,0,0
1,2017-08-19,15:00,Premier League,Matchweek 2,Sat,Away,L,0,2,Leicester City,0.2,2.0,55,31902,Bruno,4-4-1-1,Lee Probert,Match Report,,5,2,25.2,0.0,0,0
3,2017-08-26,15:00,Premier League,Matchweek 3,Sat,Away,D,0,0,Watford,1.1,0.3,57,20181,Bruno,4-4-1-1,Graham Scott,Match Report,,16,2,18.0,1.0,0,0
4,2017-09-09,15:00,Premier League,Matchweek 4,Sat,Home,W,3,1,West Brom,0.4,1.0,48,30381,Bruno,4-4-1-1,Chris Kavanagh,Match Report,,12,6,23.8,0.0,0,0
5,2017-09-15,20:00,Premier League,Matchweek 5,Fri,Away,L,1,2,Bournemouth,0.9,1.2,38,10369,Lewis Dunk,4-4-1-1,Craig Pawson,Match Report,,9,1,14.8,0.0,0,0
7,2017-09-24,16:00,Premier League,Matchweek 6,Sun,Home,W,1,0,Newcastle Utd,1.0,1.5,49,30468,Bruno,4-4-1-1,Andre Marriner,Match Report,,7,3,12.7,0.0,0,0
8,2017-10-01,12:00,Premier League,Matchweek 7,Sun,Away,L,0,2,Arsenal,0.4,2.4,36,59378,Bruno,4-5-1,Kevin Friend,Match Report,,9,1,19.9,0.0,0,0
9,2017-10-15,13:30,Premier League,Matchweek 8,Sun,Home,D,1,1,Everton,1.0,1.5,47,30565,Bruno,4-4-2,Michael Oliver,Match Report,,12,3,16.0,0.0,0,0
10,2017-10-20,20:00,Premier League,Matchweek 9,Fri,Away,W,3,0,West Ham,1.4,0.7,35,56977,Bruno,4-4-2,Martin Atkinson,Match Report,,6,4,17.7,0.0,1,1
11,2017-10-29,13:30,Premier League,Matchweek 10,Sun,Home,D,1,1,Southampton,1.2,0.3,52,30564,Bruno,4-4-1-1,Niel Swarbrick,Match Report,,7,2,11.5,0.0,0,0
12,2017-11-04,15:00,Premier League,Matchweek 11,Sat,Away,W,1,0,Swansea City,0.9,1.3,44,20822,Bruno,4-4-2,Mike Dean,Match Report,,5,2,17.4,0.0,0,0
13,2017-11-20,20:00,Premier League,Matchweek 12,Mon,Home,D,2,2,Stoke City,0.5,1.0,53,29676,Bruno,4-4-1-1,Lee Mason,Match Report,,9,3,19.9,0.0,0,0
14,2017-11-25,15:00,Premier League,Matchweek 13,Sat,Away,L,0,1,Manchester Utd,0.5,1.2,42,75018,Bruno,4-5-1,Niel Swarbrick,Match Report,,8,2,21.6,0.0,0,0
