,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt
15,2017-11-28,19:45,Premier League,Matchweek 14,Tue,Home,D,0,0,Crystal Palace,0.6,0.5,54,29889,Bruno,4-4-1-1,Andre Marriner,Match Report,,10,3,16.1,0.0,0,0
16,2017-12-02,15:00,Premier League,Matchweek 15,Sat,Home,L,1,5,Liverpool,1.7,1.8,43,30634,Bruno,4-4-1-1,Graham Scott,Match Report,,5,1,13.8,0.0,1,1
17,2017-12-09,15:00,Premier League,Matchweek 16,Sat,Away,L,0,2,Huddersfield,0.3,2.2,42,24018,Bruno,4-4-1-1,Stuart Attwell,Match Report,,7,2,23.1,0.0,0,0
18,2017-12-13,20:00,Premier League,Matchweek 17,Wed,Away,L,0,2,Tottenham,0.4,1.5,26,46438,Lewis Dunk,4-5-1,Robert Madley,Match Report,,7,4,17.0,0.0,0,0
19,2017-12-16,15:00,Premier League,Matchweek 18,Sat,Home,D,0,0,Burnley,1.5,1.2,58,29921,Bruno,4-2-3-1,Chris Kavanagh,Match Report,,11,1,20.1,0.0,0,1
20,2017-12-23,15:00,Premier League,Matchweek 19,Sat,Home,W,1,0,Watford,1.1,1.5,51,30473,Bruno,4-4-1-1,Paul Tierney,Match Report,,14,3,15.8,0.0,0,0
21,2017-12-26,15:00,Premier League,Matchweek 20,Tue,Away,L,0,2,Chelsea,0.5,2.1,33,41568,Lewis Dunk,4-5-1,Mike Dean,Match Report,,8,1,18.0,1.0,0,0
22,2017-12-30,15:00,Premier League,Matchweek 21,Sat,Away,D,0,0,Newcastle Utd,0.5,0.5,54,52209,Bruno,4-4-1-1,Anthony Taylor,Match Report,,10,3,18.4,1.0,0,0
23,2018-01-01,12:30,Premier League,Matchweek 22,Mon,Home,D,2,2,Bournemouth,2.4,1.5,49,30152,Lewis Dunk,4-4-1-1,Michael Oliver,Match Report,,15,6,16.6,0.0,0,0
25,2018-01-13,15:00,Premier League,Matchweek 23,Sat,Away,L,0,2,West Brom,0.6,1.0,56,25240,Bruno,4-4-1-1,Martin Atkinson,Match Report,,13,1,21.2,0.0,0,0
26,2018-01-20,12:30,Premier League,Matchweek 24,Sat,Home,L,0,4,Chelsea,0.8,1.3,42,30600,Lewis Dunk,5-3-2,Jonathan Moss,Match Report,,10,3,15.5,0.0,0,0
28,2018-01-31,19:45,Premier League,Matchweek 25,Wed,Away,D,1,1,Southampton,1.1,1.4,34,30034,Lewis Dunk,4-4-1-1,Mike Dean,Match Report,,8,1,23.8,0.0,1,1
29,2018-02-03,15:00,Premier League,Matchweek 26,Sat,Home,W,3,1,West Ham,1.7,0.4,55,30589,Lewis Dunk,4-4-1-1,Roger East,Match Report,,21,5,17.1,0.0,0,0
30,2018-02-10,15:00,Premier League,Matchweek 27,Sat,Away,D,1,1,Stoke City,1.1,1.4,42,29876,Lewis Dunk,4-4-1-1,Robert Madley,Match Report,,14,6,17.0,0.0,0,0
32,2018-02-24,15:00,Premier League,Matchweek 28,Sat,Home,W,4,1,Swansea City,3.0,0.6,47,30523,Lewis Dunk,4-4-1-1,Mike Dean,Match Report,,15,4,18.1,0.0,1,1
33,2018-03-04,13:30,Premier League,Matchweek 29,Sun,Home,W,2,1,Arsenal,1.2,1.2,33,30620,Lewis Dunk,4-4-1-1,Stuart Attwell,Match Report,,13,6,16.6,0.0,0,0
34,2018-03-10,15:00,Premier League,Matchweek 30,Sat,Away,L,0,2,Everton,0.3,1.5,41,39199,Lewis Dunk,4-4-1-1,Roger East,Match Report,,10,4,27.0,0.0,0,0
36,2018-03-31,15:00,Premier League,Matchweek 32,Sat,Home,L,0,2,Leicester City,1.8,1.2,48,30629,Lewis Dunk,4-1-4-1,Chris Kavanagh,Match Report,,14,2,20.9,1.0,0,1
37,2018-04-07,15:00,Premier League,Matchweek 33,Sat,Home,D,1,1,Huddersfield,1.5,1.5,42,30501,Lewis Dunk,4-4-1-1,Anthony Taylor,Match Report,,13,4,15.6,0.0,0,0
38,2018-04-14,15:00,Premier League,Matchweek 34,Sat,Away,L,2,3,Crystal Palace,1.5,2.1,51,24656,Lewis Dunk,4-3-3,Andre Marriner,Match Report,,12,3,13.4,0.0,0,0
39,2018-04-17,19:45,Premier League,Matchweek 35,Tue,Home,D,1,1,Tottenham,1.1,1.3,37,30440,Bruno,4-4-1-1,Kevin Friend,Match Report,,7,4,23.2,0.0,1,1
40,2018-04-28,15:00,Premier League,Matchweek 36,Sat,Away,D,0,0,Burnley,0.4,1.5,55,19459,Bruno,4-4-1-1,Roger East,Match Report,,10,2,18.0,0.0,0,0
41,2018-05-04,20:00,Premier League,Matchweek 37,Fri,Home,W,1,0,Manchester Utd,1.0,0.8,32,30611,Bruno,4-3-3,Craig Pawson,Match Report,,11,4,19.5,0.0,0,0
42,2018-05-09,20:00,Premier League,Matchweek 31,Wed,Away,L,1,3,Manchester City,1.2,1.6,27,54013,Bruno,4-5-1,Paul Tierney,Match Report,,6,3,17.9,0.0,0,0
43,2018-05-13,15:00,Premier League,Matchweek 38,Sun,Away,L,0,4,Liverpool,0.1,2.8,28,50752,Lewis Dunk,4-2-3-1,Kevin Friend,Match Report,,2,1,26.6,0.0,0,0
