,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt
21,2017-11-29,19:45,Premier League,Matchweek 14,Wed,Home,W,5,0,Huddersfield,4.0,0.5,69.0,59285,Laurent Koscielny,3-4-3,Graham Scott,Match Report,,21,6,15.2,1.0,0,0
22,2017-12-02,17:30,Premier League,Matchweek 15,Sat,Home,L,1,3,Manchester Utd,4.7,1.8,75.0,59547,Laurent Koscielny,3-4-3,Andre Marriner,Match Report,,33,14,16.7,2.0,0,0
24,2017-12-10,12:00,Premier League,Matchweek 16,Sun,Away,D,1,1,Southampton,0.7,1.3,67.0,31643,Per Mertesacker,3-4-3,Robert Madley,Match Report,,11,6,20.6,1.0,0,0
25,2017-12-13,20:00,Premier League,Matchweek 17,Wed,Away,D,0,0,West Ham,1.0,0.4,69.0,56921,Laurent Koscielny,4-3-3,Jonathan Moss,Match Report,,22,3,21.5,2.0,0,0
26,2017-12-16,15:00,Premier League,Matchweek 18,Sat,Home,W,1,0,Newcastle Utd,1.8,0.3,71.0,59379,Laurent Koscielny,4-3-3,Stuart Attwell,Match Report,,23,5,17.4,0.0,0,0
28,2017-12-22,19:45,Premier League,Matchweek 19,Fri,Home,D,3,3,Liverpool,1.2,2.0,54.0,59409,Laurent Koscielny,4-2-3-1,Martin Atkinson,Match Report,,11,4,19.9,1.0,0,0
29,2017-12-28,20:00,Premier League,Matchweek 20,Thu,Away,W,3,2,Crystal Palace,1.8,1.3,64.0,25762,Laurent Koscielny,3-4-3,Michael Oliver,Match Report,,16,9,18.5,1.0,0,0
30,2017-12-31,16:30,Premier League,Matchweek 21,Sun,Away,D,1,1,West Brom,0.9,1.5,65.0,26223,Laurent Koscielny,3-4-3,Mike Dean,Match Report,,14,4,21.9,2.0,0,0
31,2018-01-03,19:45,Premier League,Matchweek 22,Wed,Home,D,2,2,Chelsea,1.2,3.0,58.0,59379,Petr Čech,3-4-3,Anthony Taylor,Match Report,,14,6,16.5,1.0,0,0
34,2018-01-14,13:30,Premier League,Matchweek 23,Sun,Away,L,1,2,Bournemouth,1.1,0.8,59.0,10836,Petr Čech,3-4-3,Kevin Friend,Match Report,,12,3,19.8,0.0,0,0
35,2018-01-20,15:00,Premier League,Matchweek 24,Sat,Home,W,4,1,Crystal Palace,2.9,0.6,63.0,59386,Laurent Koscielny,4-1-4-1,Chris Kavanagh,Match Report,,16,10,13.7,1.0,0,0
37,2018-01-30,19:45,Premier League,Matchweek 25,Tue,Away,L,1,3,Swansea City,1.3,2.1,74.0,20819,Laurent Koscielny,4-3-3,Lee Mason,Match Report,,9,4,16.0,0.0,0,0
38,2018-02-03,17:30,Premier League,Matchweek 26,Sat,Home,W,5,1,Everton,2.6,1.2,57.0,59306,Laurent Koscielny,4-2-3-1,Niel Swarbrick,Match Report,,15,7,14.8,1.0,0,0
39,2018-02-10,12:30,Premier League,Matchweek 27,Sat,Away,L,0,1,Tottenham,0.6,2.6,50.0,83222,Laurent Koscielny,4-3-3,Anthony Taylor,Match Report,,6,1,19.6,1.0,0,0
43,2018-03-01,19:45,Premier League,Matchweek 28,Thu,Home,L,0,3,Manchester City,1.3,1.5,46.0,58420,Laurent Koscielny,4-2-3-1,Andre Marriner,Match Report,,9,4,22.0,1.0,0,1
44,2018-03-04,13:30,Premier League,Matchweek 29,Sun,Away,L,1,2,Brighton,1.2,1.2,67.0,30620,Laurent Koscielny,4-2-3-1,Stuart Attwell,Match Report,,15,7,17.3,1.0,0,0
46,2018-03-11,13:30,Premier League,Matchweek 30,Sun,Home,W,3,0,Watford,2.2,1.4,59.0,59131,Petr Čech,4-2-3-1,Martin Atkinson,Match Report,,11,7,15.1,0.0,0,0
48,2018-04-01,13:30,Premier League,Matchweek 32,Sun,Home,W,3,0,Stoke City,3.3,0.4,69.0,59371,Jack Wilshere,4-2-3-1,Craig Pawson,Match Report,,22,9,18.0,0.0,2,2
50,2018-04-08,14:15,Premier League,Matchweek 33,Sun,Home,W,3,2,Southampton,1.6,2.0,64.0,59374,Petr Čech,4-2-3-1,Andre Marriner,Match Report,,13,7,18.6,1.0,0,0
52,2018-04-15,13:30,Premier League,Matchweek 34,Sun,Away,L,1,2,Newcastle Utd,1.2,0.8,71.0,52210,Petr Čech,4-3-3,Anthony Taylor,Match Report,,15,3,19.5,1.0,0,0
53,2018-04-22,13:30,Premier League,Matchweek 35,Sun,Home,W,4,1,West Ham,1.8,0.8,67.0,59422,Laurent Koscielny,4-3-3,Lee Mason,Match Report,,20,8,18.5,1.0,0,0
55,2018-04-29,16:30,Premier League,Matchweek 36,Sun,Away,L,1,2,Manchester Utd,0.5,1.7,41.0,75035,Granit Xhaka,4-2-3-1,Kevin Friend,Match Report,,8,3,18.8,0.0,0,0
57,2018-05-06,16:30,Premier League,Matchweek 37,Sun,Home,W,5,0,Burnley,2.6,0.3,63.0,59540,Petr Čech,4-3-3,Andre Marriner,Match Report,,16,8,14.6,0.0,0,0
58,2018-05-09,19:45,Premier League,Matchweek 31,Wed,Away,L,1,3,Leicester City,1.4,2.2,59.0,32095,Petr Čech,4-3-3,Graham Scott,Match Report,,14,7,14.3,0.0,0,0
59,2018-05-13,15:00,Premier League,Matchweek 38,Sun,Away,W,1,0,Huddersfield,2.0,1.7,55.0,24122,Aaron Ramsey,4-3-3,Michael Oliver,Match Report,,9,4,18.0,1.0,0,0
