,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt
0,2023-08-14,20:00,Premier League,Matchweek 1,Mon,Home,W,1.0,0.0,Wolves,2.2,2.2,51.0,73358.0,Bruno Fernandes,4-1-4-1,Simon Hooper,Match Report,,15,2,14.7,0.0,0,0
1,2023-08-19,17:30,Premier League,Matchweek 2,Sat,Away,L,0.0,2.0,Tottenham,2.1,1.7,45.0,61910.0,Bruno Fernandes,4-2-3-1,Michael Oliver,Match Report,,22,6,15.6,1.0,0,0
2,2023-08-26,15:00,Premier League,Matchweek 3,Sat,Home,W,3.0,2.0,Nott'ham Forest,2.8,1.2,66.0,73595.0,Bruno Fernandes,4-2-3-1,Stuart Attwell,Match Report,,17,8,20.3,0.0,1,1
3,2023-09-03,16:30,Premier League,Matchweek 4,Sun,Away,L,1.0,3.0,Arsenal,0.9,2.3,45.0,60192.0,Bruno Fernandes,4-2-3-1,Anthony Taylor,Match Report,,10,2,16.5,0.0,0,0
4,2023-09-16,15:00,Premier League,Matchweek 5,Sat,Home,L,1.0,3.0,Brighton,1.0,1.7,44.0,73592.0,Bruno Fernandes,4-1-2-1-2◆,Jarred Gillett,Match Report,,14,4,18.6,1.0,0,0
6,2023-09-23,20:00,Premier League,Matchweek 6,Sat,Away,W,1.0,0.0,Burnley,1.0,1.1,39.0,21593.0,Bruno Fernandes,4-2-3-1,Tony Harrington,Match Report,,11,4,15.0,0.0,0,0
8,2023-09-30,15:00,Premier League,Matchweek 7,Sat,Home,L,0.0,1.0,Crystal Palace,1.3,0.9,77.0,73428.0,Bruno Fernandes,4-2-3-1,Chris Kavanagh,Match Report,,19,3,15.5,0.0,0,0
10,2023-10-07,15:00,Premier League,Matchweek 8,Sat,Home,W,2.0,1.0,Brentford,1.4,0.9,64.0,73453.0,Bruno Fernandes,4-2-3-1,Andy Madley,Match Report,,21,8,18.3,1.0,0,0
11,2023-10-21,20:00,Premier League,Matchweek 9,Sat,Away,W,2.0,1.0,Sheffield Utd,1.1,1.4,62.0,31543.0,Bruno Fernandes,4-2-3-1,Michael Oliver,Match Report,,14,5,20.6,1.0,0,0
13,2023-10-29,15:30,Premier League,Matchweek 10,Sun,Home,L,0.0,3.0,Manchester City,0.9,4.0,40.0,73502.0,Bruno Fernandes,4-2-3-1,Paul Tierney,Match Report,,7,3,15.2,0.0,0,0
15,2023-11-04,12:30,Premier League,Matchweek 11,Sat,Away,W,1.0,0.0,Fulham,0.7,1.0,55.0,24415.0,Bruno Fernandes,4-2-3-1,John Brooks,Match Report,,12,5,18.3,1.0,0,0
17,2023-11-11,15:00,Premier League,Matchweek 12,Sat,Home,W,1.0,0.0,Luton Town,2.2,0.4,64.0,73599.0,Bruno Fernandes,4-2-3-1,Graham Scott,Match Report,,15,4,14.0,1.0,0,0
18,2023-11-26,16:30,Premier League,Matchweek 13,Sun,Away,W,3.0,0.0,Everton,2.2,2.4,49.0,39257.0,Bruno Fernandes,4-2-3-1,John Brooks,Match Report,,8,3,17.4,0.0,1,1
20,2023-12-02,20:00,Premier League,Matchweek 14,Sat,Away,L,0.0,1.0,Newcastle Utd,0.5,2.4,42.0,52214.0,Bruno Fernandes,4-2-3-1,Robert Jones,Match Report,,8,1,18.2,0.0,0,0
21,2023-12-06,20:15,Premier League,Matchweek 15,Wed,Home,W,2.0,1.0,Chelsea,4.1,1.5,45.0,73607.0,Bruno Fernandes,4-2-3-1,Chris Kavanagh,Match Report,,27,8,15.4,1.0,0,1
22,2023-12-09,15:00,Premier League,Matchweek 16,Sat,Home,L,0.0,3.0,Bournemouth,1.1,1.5,68.0,73427.0,Bruno Fernandes,4-2-3-1,Peter Bankes,Match Report,,20,3,15.4,0.0,0,0
24,2023-12-17,16:30,Premier League,Matchweek 17,Sun,Away,D,0.0,0.0,Liverpool,0.8,2.3,32.0,57158.0,Scott McTominay,4-2-3-1,Michael Oliver,Match Report,,6,1,16.3,0.0,0,0
25,2023-12-23,12:30,Premier League,Matchweek 18,Sat,Away,L,0.0,2.0,West Ham,1.0,1.2,65.0,64472.0,Bruno Fernandes,4-2-3-1,Simon Hooper,Match Report,,11,3,18.1,0.0,0,0
26,2023-12-26,20:00,Premier League,Matchweek 19,Tue,Home,W,3.0,2.0,Aston Villa,1.1,1.7,46.0,73574.0,Bruno Fernandes,4-2-3-1,Craig Pawson,Match Report,,13,7,18.0,1.0,0,0
27,2023-12-30,17:30,Premier League,Matchweek 20,Sat,Away,L,1.0,2.0,Nott'ham Forest,0.8,0.7,56.0,29529.0,Bruno Fernandes,4-2-3-1,Tim Robinson,Match Report,,10,5,17.5,0.0,0,0
29,2024-01-14,16:30,Premier League,Matchweek 21,Sun,Home,D,2.0,2.0,Tottenham,0.8,1.2,37.0,73489.0,Bruno Fernandes,4-2-3-1,John Brooks,Match Report,,9,2,14.5,1.0,0,0
31,2024-02-01,20:15,Premier League,Matchweek 22,Thu,Away,W,4.0,3.0,Wolves,3.3,2.1,47.0,31641.0,Bruno Fernandes,4-2-3-1,Jarred Gillett,Match Report,,21,8,18.2,2.0,0,0
