,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt
37,2019-01-29,20:00,Premier League,Matchweek 24,Tue,Away,L,1,2,Newcastle Utd,1.4,1.1,75,50861,David Silva,4-3-3,Paul Tierney,Match Report,,12,3,16.2,1.0,0,0
38,2019-02-03,16:30,Premier League,Matchweek 25,Sun,Home,W,3,1,Arsenal,2.7,0.7,59,54483,David Silva,4-3-3,Martin Atkinson,Match Report,,19,12,17.5,1.0,0,0
39,2019-02-06,19:45,Premier League,Matchweek 27,Wed,Away,W,2,0,Everton,2.2,0.1,61,39322,David Silva,4-3-3,Craig Pawson,Match Report,,15,4,13.3,0.0,0,0
40,2019-02-10,16:00,Premier League,Matchweek 26,Sun,Home,W,6,0,Chelsea,3.0,0.9,56,54452,Fernandinho,4-3-3,Mike Dean,Match Report,,14,8,16.5,1.0,1,1
44,2019-02-27,20:00,Premier League,Matchweek 28,Wed,Home,W,1,0,West Ham,3.5,0.4,75,53528,Vincent Kompany,4-3-3,Stuart Attwell,Match Report,,19,5,15.8,0.0,1,1
45,2019-03-02,15:00,Premier League,Matchweek 29,Sat,Away,W,1,0,Bournemouth,1.2,0.0,81,10699,David Silva,4-3-3,Kevin Friend,Match Report,,23,7,17.9,0.0,0,0
46,2019-03-09,17:30,Premier League,Matchweek 30,Sat,Home,W,3,1,Watford,3.4,0.2,71,54104,Vincent Kompany,4-3-3,Paul Tierney,Match Report,,19,8,15.8,1.0,0,0
49,2019-03-30,12:30,Premier League,Matchweek 32,Sat,Away,W,2,0,Fulham,1.8,0.5,65,25001,David Silva,4-3-3,Kevin Friend,Match Report,,24,7,18.3,1.0,0,0
50,2019-04-03,19:45,Premier League,Matchweek 33,Wed,Home,W,2,0,Cardiff City,3.2,0.1,79,53559,Fernandinho,4-3-3,Jonathan Moss,Match Report,,27,11,18.1,2.0,0,0
53,2019-04-14,14:05,Premier League,Matchweek 34,Sun,Away,W,3,1,Crystal Palace,2.5,0.4,73,25721,Vincent Kompany,4-2-3-1,Martin Atkinson,Match Report,,20,6,19.9,0.0,0,0
55,2019-04-20,12:30,Premier League,Matchweek 35,Sat,Home,W,1,0,Tottenham,1.9,1.0,61,54489,Sergio Agüero,4-3-3,Michael Oliver,Match Report,,15,4,16.2,0.0,0,0
56,2019-04-24,20:00,Premier League,Matchweek 31,Wed,Away,W,2,0,Manchester Utd,0.5,0.5,63,74431,Vincent Kompany,4-3-3,Andre Marriner,Match Report,,8,5,18.6,0.0,0,0
57,2019-04-28,14:05,Premier League,Matchweek 36,Sun,Away,W,1,0,Burnley,2.5,0.1,69,21605,Vincent Kompany,4-3-3,Paul Tierney,Match Report,,25,6,15.4,0.0,0,0
58,2019-05-06,20:00,Premier League,Matchweek 37,Mon,Home,W,1,0,Leicester City,1.0,0.5,61,54506,Vincent Kompany,4-3-3,Mike Dean,Match Report,,19,5,20.2,0.0,0,0
59,2019-05-12,15:00,Premier League,Matchweek 38,Sun,Away,W,4,1,Brighton,1.6,0.5,75,30662,Vincent Kompany,4-4-1-1,Michael Oliver,Match Report,,20,9,18.9,2.0,0,0
