,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt
13,2023-11-04,12:30,Premier League,Matchweek 11,Sat,Home,L,0,1,Manchester Utd,1.0,0.7,45.0,24415.0,Tim Ream,4-2-3-1,John Brooks,Match Report,,18,2,18.6,1.0,0,0
14,2023-11-12,14:00,Premier League,Matchweek 12,Sun,Away,L,1,3,Aston Villa,0.9,3.0,49.0,41608.0,Tim Ream,4-2-3-1,Simon Hooper,Match Report,,9,5,19.5,0.0,0,0
15,2023-11-27,20:00,Premier League,Matchweek 13,Mon,Home,W,3,2,Wolves,2.9,1.4,60.0,24366.0,Tom Cairney,4-2-3-1,Michael Salisbury,Match Report,,10,4,22.9,0.0,2,2
16,2023-12-03,14:00,Premier League,Matchweek 14,Sun,Away,L,3,4,Liverpool,1.2,2.1,39.0,50124.0,Tim Ream,4-2-3-1,Stuart Attwell,Match Report,,9,5,13.3,0.0,0,0
17,2023-12-06,19:30,Premier League,Matchweek 15,Wed,Home,W,5,0,Nott'ham Forest,2.5,0.3,63.0,24105.0,Tom Cairney,4-2-3-1,Joshua Smith,Match Report,,14,6,17.3,1.0,0,0
18,2023-12-10,14:00,Premier League,Matchweek 16,Sun,Home,W,5,0,West Ham,2.3,1.3,63.0,23988.0,Tom Cairney,4-2-3-1,Paul Tierney,Match Report,,14,8,17.7,0.0,0,0
19,2023-12-16,15:00,Premier League,Matchweek 17,Sat,Away,L,0,3,Newcastle Utd,0.3,3.5,30.0,52055.0,Tom Cairney,4-2-3-1,Samuel Barrott,Match Report,,6,4,23.1,0.0,0,0
21,2023-12-23,15:00,Premier League,Matchweek 18,Sat,Home,L,0,2,Burnley,1.3,0.4,66.0,23598.0,Tom Cairney,4-2-3-1,Rebecca Welch,Match Report,,19,5,16.3,1.0,0,0
22,2023-12-26,15:00,Premier League,Matchweek 19,Tue,Away,L,0,3,Bournemouth,0.3,1.8,57.0,11099.0,Tom Cairney,4-2-3-1,Tim Robinson,Match Report,,8,3,21.6,1.0,0,0
23,2023-12-31,14:00,Premier League,Matchweek 20,Sun,Home,W,2,1,Arsenal,1.2,1.6,40.0,24444.0,Tom Cairney,4-2-3-1,Joshua Smith,Match Report,,15,4,18.2,1.0,0,0
26,2024-01-13,12:30,Premier League,Matchweek 21,Sat,Away,L,0,1,Chelsea,0.8,2.2,45.0,39643.0,Tom Cairney,4-2-3-1,Anthony Taylor,Match Report,,14,4,22.0,2.0,0,0
29,2024-01-30,19:45,Premier League,Matchweek 22,Tue,Home,D,0,0,Everton,1.6,1.9,70.0,24376.0,Tom Cairney,4-2-3-1,Thomas Bramall,Match Report,,25,5,17.3,0.0,0,0
30,2024-02-03,15:00,Premier League,Matchweek 23,Sat,Away,D,2,2,Burnley,1.5,1.8,56.0,20203.0,Tim Ream,4-2-3-1,Darren Bond,Match Report,,15,7,13.2,0.0,0,0
31,2024-02-10,15:00,Premier League,Matchweek 24,Sat,Home,W,3,1,Bournemouth,1.6,1.8,49.0,24271.0,Tom Cairney,4-2-3-1,Darren England,Match Report,,7,6,11.4,0.0,0,0
32,2024-02-17,15:00,Premier League,Matchweek 25,Sat,Home,L,1,2,Aston Villa,1.5,1.5,52.0,24401.0,Tom Cairney,4-2-3-1,Lewis Smith,Match Report,,15,4,14.7,0.0,0,0
33,2024-02-24,15:00,Premier League,Matchweek 26,Sat,Away,W,2,1,Manchester Utd,1.2,1.7,43.0,73487.0,Harrison Reed,4-2-3-1,Michael Oliver,Match Report,,17,5,17.1,0.0,0,0
34,2024-03-02,15:00,Premier League,Matchweek 27,Sat,Home,W,3,0,Brighton,1.3,1.3,30.0,24460.0,Harrison Reed,4-2-3-1,Simon Hooper,Match Report,,12,5,14.6,0.0,0,0
35,2024-03-09,15:00,Premier League,Matchweek 28,Sat,Away,L,1,2,Wolves,2.6,0.8,52.0,30860.0,Harrison Reed,4-2-3-1,Tony Harrington,Match Report,,23,6,14.1,0.0,0,0
36,2024-03-16,17:30,Premier League,Matchweek 29,Sat,Home,W,3,0,Tottenham,2.6,2.4,43.0,24410.0,Bernd Leno,4-2-3-1,Robert Jones,Match Report,,16,7,12.7,0.0,0,0
37,2024-03-30,15:00,Premier League,Matchweek 30,Sat,Away,D,3,3,Sheffield Utd,1.3,1.9,73.0,30010.0,Bernd Leno,4-2-3-1,Tim Robinson,Match Report,,24,9,17.6,0.0,0,0
38,2024-04-02,19:30,Premier League,Matchweek 31,Tue,Away,L,1,3,Nott'ham Forest,1.5,1.5,66.0,28997.0,Bernd Leno,4-2-3-1,Michael Oliver,Match Report,,18,3,12.3,0.0,0,0
39,2024-04-06,15:00,Premier League,Matchweek 32,Sat,Home,L,0,1,Newcastle Utd,1.2,1.0,66.0,24418.0,Tom Cairney,4-2-3-1,Samuel Allison,Match Report,,14,4,17.6,0.0,0,0
