,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt
15,2018-11-25,13:30,Premier League,Matchweek 13,Sun,Home,L,1,2,Arsenal,0.6,1.6,42,10792,Simon Francis,4-4-2,Craig Pawson,Match Report,,11,5,19.7,1.0,0,0
16,2018-12-01,15:00,Premier League,Matchweek 14,Sat,Away,L,1,3,Manchester City,0.6,2.6,28,54409,Simon Francis,5-4-1,Stuart Attwell,Match Report,,4,1,15.1,0.0,0,0
17,2018-12-04,19:45,Premier League,Matchweek 15,Tue,Home,W,2,1,Huddersfield,0.9,1.8,33,9980,Simon Francis,4-4-2,Roger East,Match Report,,6,2,15.8,1.0,0,0
18,2018-12-08,12:30,Premier League,Matchweek 16,Sat,Home,L,0,4,Liverpool,0.3,1.6,41,10752,Simon Francis,4-4-2,Lee Mason,Match Report,,8,2,22.8,1.0,0,0
19,2018-12-15,15:00,Premier League,Matchweek 17,Sat,Away,L,0,2,Wolves,0.6,1.8,62,30997,Andrew Surman,3-4-3,Simon Hooper,Match Report,,13,3,21.5,1.0,0,0
21,2018-12-22,15:00,Premier League,Matchweek 18,Sat,Home,W,2,0,Brighton,0.8,0.8,57,10491,Simon Francis,4-4-2,Mike Dean,Match Report,,14,3,19.6,2.0,0,0
22,2018-12-26,15:00,Premier League,Matchweek 19,Wed,Away,L,0,5,Tottenham,1.1,1.7,44,45154,Simon Francis,4-1-4-1,Chris Kavanagh,Match Report,,14,4,14.1,0.0,0,0
23,2018-12-30,16:30,Premier League,Matchweek 20,Sun,Away,L,1,4,Manchester Utd,0.5,2.9,35,74556,Andrew Surman,3-5-2,Lee Mason,Match Report,,7,3,17.5,0.0,0,0
24,2019-01-02,19:45,Premier League,Matchweek 21,Wed,Home,D,3,3,Watford,2.2,0.9,57,10261,Steve Cook,4-4-2,David Coote,Match Report,,25,12,17.5,0.0,0,0
26,2019-01-13,14:15,Premier League,Matchweek 22,Sun,Away,L,0,2,Everton,1.9,1.0,49,38113,Steve Cook,4-4-1-1,Anthony Taylor,Match Report,,16,7,13.8,1.0,0,0
27,2019-01-19,15:00,Premier League,Matchweek 23,Sat,Home,W,2,0,West Ham,1.1,1.1,39,10495,Steve Cook,4-4-2,Simon Hooper,Match Report,,10,4,16.4,0.0,0,0
28,2019-01-30,19:45,Premier League,Matchweek 24,Wed,Home,W,4,0,Chelsea,2.0,0.7,32,10227,Andrew Surman,4-4-1-1,Roger East,Match Report,,12,7,16.4,0.0,0,0
29,2019-02-02,17:30,Premier League,Matchweek 25,Sat,Away,L,0,2,Cardiff City,0.5,2.1,73,31939,Andrew Surman,4-4-1-1,Jonathan Moss,Match Report,,9,2,17.0,0.0,0,0
30,2019-02-09,15:00,Premier League,Matchweek 26,Sat,Away,L,0,3,Liverpool,0.4,2.0,35,53178,Andrew Surman,4-5-1,Anthony Taylor,Match Report,,12,2,22.1,0.0,0,0
31,2019-02-23,15:00,Premier League,Matchweek 27,Sat,Home,D,1,1,Wolves,2.4,1.5,45,10671,Dan Gosling,4-4-1-1,Roger East,Match Report,,8,2,16.0,0.0,1,2
32,2019-02-27,19:45,Premier League,Matchweek 28,Wed,Away,L,1,5,Arsenal,0.9,2.5,36,59618,Andrew Surman,4-4-2,Chris Kavanagh,Match Report,,13,5,19.9,1.0,0,0
33,2019-03-02,15:00,Premier League,Matchweek 29,Sat,Home,L,0,1,Manchester City,0.0,1.2,19,10699,Andrew Surman,5-4-1,Kevin Friend,Match Report,,0,0,,0.0,0,0
34,2019-03-09,15:00,Premier League,Matchweek 30,Sat,Away,W,2,0,Huddersfield,1.9,0.3,43,22304,Andrew Surman,4-4-2,Anthony Taylor,Match Report,,8,4,12.0,0.0,0,0
35,2019-03-16,15:00,Premier League,Matchweek 31,Sat,Home,D,2,2,Newcastle Utd,1.3,1.1,49,10625,Charlie Daniels,4-4-2,Mike Dean,Match Report,,9,1,18.6,0.0,1,1
36,2019-03-30,15:00,Premier League,Matchweek 32,Sat,Away,L,0,2,Leicester City,0.8,1.3,42,31530,Dan Gosling,4-4-2,Lee Mason,Match Report,,8,2,22.7,0.0,0,0
37,2019-04-06,15:00,Premier League,Matchweek 33,Sat,Home,L,1,3,Burnley,1.1,1.2,59,10446,Dan Gosling,4-4-2,Martin Atkinson,Match Report,,10,2,18.5,1.0,0,0
38,2019-04-13,15:00,Premier League,Matchweek 34,Sat,Away,W,5,0,Brighton,2.5,0.3,49,30460,Steve Cook,4-4-2,Kevin Friend,Match Report,,14,7,16.0,0.0,0,0
39,2019-04-20,15:00,Premier League,Matchweek 35,Sat,Home,L,0,1,Fulham,2.2,2.5,49,10511,Steve Cook,4-4-2,David Coote,Match Report,,15,5,14.4,1.0,0,0
40,2019-04-27,15:00,Premier League,Matchweek 36,Sat,Away,D,3,3,Southampton,2.3,2.5,56,31310,Steve Cook,5-3-2,Graham Scott,Match Report,,9,5,17.2,0.0,0,0
41,2019-05-04,12:30,Premier League,Matchweek 37,Sat,Home,W,1,0,Tottenham,1.7,0.7,53,10630,Steve Cook,4-4-1-1,Craig Pawson,Match Report,,20,6,14.8,1.0,0,0
42,2019-05-12,15:00,Premier League,Matchweek 38,Sun,Away,L,3,5,Crystal Palace,1.6,2.8,54,25433,Steve Cook,4-4-1-1,Roger East,Match Report,,16,8,17.9,1.0,0,0
