,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt
0,2019-08-10,15:00,Premier League,Matchweek 1,Sat,Home,L,0,3,Brighton,0.7,0.8,49,20245.0,Troy Deeney,4-2-2-2,Craig Pawson,Match Report,,11,3,21.4,2.0,0,0
1,2019-08-17,15:00,Premier League,Matchweek 2,Sat,Away,L,0,1,Everton,1.2,0.7,56,39066.0,Troy Deeney,4-2-2-2,Lee Mason,Match Report,,8,2,17.1,0.0,0,0
2,2019-08-24,15:00,Premier League,Matchweek 3,Sat,Home,L,1,3,West Ham,2.3,3.5,55,20035.0,Étienne Capoue,4-1-2-1-2◆,Chris Kavanagh,Match Report,,23,3,15.4,0.0,0,0
4,2019-08-31,15:00,Premier League,Matchweek 4,Sat,Away,D,1,1,Newcastle Utd,1.0,1.0,51,44157.0,Craig Cathcart,3-4-3,Graham Scott,Match Report,,13,3,17.2,0.0,0,0
5,2019-09-15,16:30,Premier League,Matchweek 5,Sun,Home,D,2,2,Arsenal,2.7,0.8,52,21360.0,Étienne Capoue,4-2-3-1,Anthony Taylor,Match Report,,30,9,19.5,1.0,1,1
6,2019-09-21,15:00,Premier League,Matchweek 6,Sat,Away,L,0,8,Manchester City,0.4,5.9,32,54273.0,Adrian Mariappa,4-4-1-1,Mike Dean,Match Report,,5,4,14.9,1.0,0,0
8,2019-09-28,15:00,Premier League,Matchweek 7,Sat,Away,L,0,2,Wolves,1.4,1.4,61,30711.0,Étienne Capoue,4-3-3,Paul Tierney,Match Report,,14,5,16.4,0.0,0,0
9,2019-10-05,15:00,Premier League,Matchweek 8,Sat,Home,D,0,0,Sheffield Utd,1.4,0.4,40,20811.0,Craig Cathcart,5-3-2,Andre Marriner,Match Report,,8,2,17.4,0.0,0,0
10,2019-10-19,15:00,Premier League,Matchweek 9,Sat,Away,D,1,1,Tottenham,0.7,1.0,31,58754.0,Craig Cathcart,5-3-2,Chris Kavanagh,Match Report,,7,2,19.1,2.0,0,0
11,2019-10-26,15:00,Premier League,Matchweek 10,Sat,Home,D,0,0,Bournemouth,0.8,1.0,41,20821.0,Craig Cathcart,5-3-2,Mike Dean,Match Report,,7,3,19.4,0.0,0,0
13,2019-11-02,17:30,Premier League,Matchweek 11,Sat,Home,L,1,2,Chelsea,1.3,2.1,33,21011.0,Craig Cathcart,5-4-1,Anthony Taylor,Match Report,,11,2,20.7,0.0,1,1
14,2019-11-08,20:00,Premier League,Matchweek 12,Fri,Away,W,2,0,Norwich City,1.3,0.7,34,27074.0,Étienne Capoue,5-3-2,Andre Marriner,Match Report,,12,2,18.6,0.0,0,0
15,2019-11-23,15:00,Premier League,Matchweek 13,Sat,Home,L,0,3,Burnley,1.0,1.9,62,19711.0,Étienne Capoue,5-3-2,Paul Tierney,Match Report,,15,4,18.9,3.0,0,0
16,2019-11-30,17:30,Premier League,Matchweek 14,Sat,Away,L,1,2,Southampton,0.6,2.1,37,26929.0,Étienne Capoue,5-3-2,Michael Oliver,Match Report,,6,3,18.2,0.0,0,0
17,2019-12-04,19:30,Premier League,Matchweek 15,Wed,Away,L,0,2,Leicester City,0.2,2.4,38,31763.0,Troy Deeney,4-4-2,Craig Pawson,Match Report,,4,1,20.0,0.0,0,0
18,2019-12-07,15:00,Premier League,Matchweek 16,Sat,Home,D,0,0,Crystal Palace,1.4,0.2,51,20070.0,Troy Deeney,4-2-3-1,Martin Atkinson,Match Report,,13,3,18.4,1.0,0,0
19,2019-12-14,12:30,Premier League,Matchweek 17,Sat,Away,L,0,2,Liverpool,1.0,1.4,32,53311.0,Troy Deeney,4-2-3-1,Andre Marriner,Match Report,,8,2,17.2,0.0,0,0
20,2019-12-22,14:00,Premier League,Matchweek 18,Sun,Home,W,2,0,Manchester Utd,1.5,1.8,37,21488.0,Troy Deeney,4-2-3-1,Lee Mason,Match Report,,10,2,17.0,0.0,1,1
21,2019-12-26,15:00,Premier League,Matchweek 19,Thu,Away,D,1,1,Sheffield Utd,0.6,2.4,42,30222.0,Troy Deeney,4-2-3-1,David Coote,Match Report,,5,2,19.7,2.0,0,0
22,2019-12-28,15:00,Premier League,Matchweek 20,Sat,Home,W,3,0,Aston Villa,2.8,0.6,49,21348.0,Troy Deeney,4-2-3-1,Simon Hooper,Match Report,,19,5,17.8,0.0,1,1
23,2020-01-01,15:00,Premier League,Matchweek 21,Wed,Home,W,2,1,Wolves,1.1,1.2,37,20584.0,Troy Deeney,4-2-3-1,Andy Madley,Match Report,,9,3,17.7,0.0,0,0
25,2020-01-12,14:00,Premier League,Matchweek 22,Sun,Away,W,3,0,Bournemouth,2.0,0.4,43,10384.0,Troy Deeney,4-2-3-1,Mike Dean,Match Report,,18,5,14.6,0.0,0,0
26,2020-01-18,12:30,Premier League,Matchweek 23,Sat,Home,D,0,0,Tottenham,2.5,1.9,42,21366.0,Troy Deeney,4-2-3-1,Michael Oliver,Match Report,,14,1,18.5,1.0,0,1
27,2020-01-21,19:30,Premier League,Matchweek 24,Tue,Away,L,1,2,Aston Villa,1.8,1.3,36,40867.0,Troy Deeney,4-2-3-1,Martin Atkinson,Match Report,,8,2,11.5,0.0,0,0
29,2020-02-01,15:00,Premier League,Matchweek 25,Sat,Home,L,2,3,Everton,0.9,2.2,45,21229.0,Troy Deeney,4-2-3-1,Craig Pawson,Match Report,,11,2,17.6,0.0,0,0
30,2020-02-08,17:30,Premier League,Matchweek 26,Sat,Away,D,1,1,Brighton,0.2,0.8,34,30443.0,Troy Deeney,4-2-3-1,Kevin Friend,Match Report,,5,2,20.4,0.0,0,0
31,2020-02-23,14:00,Premier League,Matchweek 27,Sun,Away,L,0,3,Manchester Utd,0.3,2.4,43,73347.0,Troy Deeney,4-2-3-1,Martin Atkinson,Match Report,,7,2,19.3,1.0,0,0
32,2020-02-29,17:30,Premier League,Matchweek 28,Sat,Home,W,3,0,Liverpool,2.3,0.3,30,21634.0,Troy Deeney,4-2-3-1,Michael Oliver,Match Report,,14,5,17.4,0.0,0,0
33,2020-03-07,15:00,Premier League,Matchweek 29,Sat,Away,L,0,1,Crystal Palace,0.6,0.8,56,25461.0,Troy Deeney,4-2-3-1,Anthony Taylor,Match Report,,10,3,17.7,0.0,0,0
34,2020-06-20,12:30,Premier League,Matchweek 30,Sat,Home,D,1,1,Leicester City,1.3,1.0,33,,Troy Deeney,4-2-3-1,Craig Pawson,Match Report,,8,4,15.3,0.0,0,0
35,2020-06-25,18:00,Premier League,Matchweek 31,Thu,Away,L,0,1,Burnley,0.7,0.9,46,,Troy Deeney,4-4-2,Mike Dean,Match Report,,10,3,15.4,1.0,0,0
36,2020-06-28,16:30,Premier League,Matchweek 32,Sun,Home,L,1,3,Southampton,0.5,1.3,48,,Troy Deeney,4-2-3-1,Michael Oliver,Match Report,,8,0,20.2,0.0,0,0
37,2020-07-04,20:00,Premier League,Matchweek 33,Sat,Away,L,0,3,Chelsea,0.6,2.5,30,,Troy Deeney,4-5-1,Kevin Friend,Match Report,,7,3,21.8,2.0,0,0
38,2020-07-07,18:00,Premier League,Matchweek 34,Tue,Home,W,2,1,Norwich City,1.2,1.2,44,,Troy Deeney,4-2-3-1,Anthony Taylor,Match Report,,9,4,13.2,0.0,0,0
39,2020-07-11,12:30,Premier League,Matchweek 35,Sat,Home,W,2,1,Newcastle Utd,3.4,1.3,49,,Troy Deeney,4-2-3-1,Craig Pawson,Match Report,,15,3,13.9,0.0,2,2
40,2020-07-17,20:00,Premier League,Matchweek 36,Fri,Away,L,1,3,West Ham,1.5,0.9,59,,Troy Deeney,4-2-3-1,Martin Atkinson,Match Report,,14,3,14.9,0.0,0,0
41,2020-07-21,18:00,Premier League,Matchweek 37,Tue,Home,L,0,4,Manchester City,0.1,3.3,24,,Troy Deeney,4-5-1,Michael Oliver,Match Report,,2,0,15.7,0.0,0,0
42,2020-07-26,16:00,Premier League,Matchweek 38,Sun,Away,L,2,3,Arsenal,3.7,2.3,50,,Troy Deeney,4-2-2-2,Mike Dean,Match Report,,18,5,13.7,1.0,1,1
