,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt
22,2023-12-09,12:30,Premier League,Matchweek 16,Sat,Away,W,2.0,1.0,Crystal Palace,1.2,1.7,76.0,25103.0,Virgil van Dijk,4-3-3,Andy Madley,Match Report,,14,2,17.4,0.0,0,0
24,2023-12-17,16:30,Premier League,Matchweek 17,Sun,Home,D,0.0,0.0,Manchester Utd,2.3,0.8,68.0,57158.0,Virgil van Dijk,4-3-3,Michael Oliver,Match Report,,34,8,17.7,0.0,0,0
26,2023-12-23,17:30,Premier League,Matchweek 18,Sat,Home,D,1.0,1.0,Arsenal,1.0,0.7,52.0,57548.0,Virgil van Dijk,4-3-3,Chris Kavanagh,Match Report,,13,3,20.1,1.0,0,0
27,2023-12-26,17:30,Premier League,Matchweek 19,Tue,Away,W,2.0,0.0,Burnley,1.8,0.8,68.0,21624.0,Virgil van Dijk,4-3-3,Paul Tierney,Match Report,,19,10,17.4,0.0,0,0
28,2024-01-01,20:00,Premier League,Matchweek 20,Mon,Home,W,4.0,2.0,Newcastle Utd,7.0,0.6,61.0,57471.0,Virgil van Dijk,4-3-3,Anthony Taylor,Match Report,,32,12,16.2,0.0,1,2
31,2024-01-21,16:30,Premier League,Matchweek 21,Sun,Away,W,4.0,0.0,Bournemouth,1.5,1.4,60.0,11228.0,Virgil van Dijk,4-3-3,Andy Madley,Match Report,,14,7,19.2,0.0,0,0
34,2024-01-31,20:15,Premier League,Matchweek 22,Wed,Home,W,4.0,1.0,Chelsea,2.9,0.6,50.0,57524.0,Virgil van Dijk,4-3-3,Paul Tierney,Match Report,,27,13,19.9,2.0,0,1
35,2024-02-04,16:30,Premier League,Matchweek 23,Sun,Away,L,1.0,3.0,Arsenal,0.4,3.5,57.0,60374.0,Virgil van Dijk,4-3-3,Anthony Taylor,Match Report,,10,1,19.7,0.0,0,0
36,2024-02-10,15:00,Premier League,Matchweek 24,Sat,Home,W,3.0,1.0,Burnley,2.8,1.3,70.0,59896.0,Virgil van Dijk,4-3-3,Tim Robinson,Match Report,,25,10,15.4,0.0,0,0
37,2024-02-17,12:30,Premier League,Matchweek 25,Sat,Away,W,4.0,1.0,Brentford,2.8,1.6,62.0,17193.0,Virgil van Dijk,4-3-3,Michael Oliver,Match Report,,15,8,15.9,1.0,0,0
38,2024-02-21,19:30,Premier League,Matchweek 26,Wed,Home,W,4.0,1.0,Luton Town,3.3,0.9,60.0,59713.0,Virgil van Dijk,4-3-3,Andy Madley,Match Report,,29,13,16.9,0.0,0,0
41,2024-03-02,15:00,Premier League,Matchweek 27,Sat,Away,W,1.0,0.0,Nott'ham Forest,2.0,1.0,69.0,29603.0,Virgil van Dijk,4-3-3,Paul Tierney,Match Report,,22,1,14.6,0.0,0,0
43,2024-03-10,15:45,Premier League,Matchweek 28,Sun,Home,D,1.0,1.0,Manchester City,2.7,1.6,53.0,59947.0,Virgil van Dijk,4-3-3,Michael Oliver,Match Report,,18,5,19.0,1.0,1,1
46,2024-03-31,14:00,Premier League,Matchweek 30,Sun,Home,W,2.0,1.0,Brighton,2.8,0.5,55.0,60061.0,Virgil van Dijk,4-3-3,David Coote,Match Report,,30,8,16.6,0.0,0,0
47,2024-04-04,19:30,Premier League,Matchweek 31,Thu,Home,W,3.0,1.0,Sheffield Utd,1.8,0.6,82.0,60055.0,Virgil van Dijk,4-3-3,Stuart Attwell,Match Report,,29,9,18.1,1.0,0,0
48,2024-04-07,15:30,Premier League,Matchweek 32,Sun,Away,D,2.0,2.0,Manchester Utd,3.6,0.7,62.0,,Virgil van Dijk,4-3-3,Anthony Taylor,Match Report,,27,6,17.5,0.0,1,1
