,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt
26,2017-12-17,16:30,Premier League,Matchweek 18,Sun,Away,W,4,0,Bournemouth,2.5,0.6,56,10780,Jordan Henderson,4-3-3,Andre Marriner,Match Report,,21,7,15.9,1.0,0,0
27,2017-12-22,19:45,Premier League,Matchweek 19,Fri,Away,D,3,3,Arsenal,2.0,1.2,46,59409,Jordan Henderson,4-2-3-1,Martin Atkinson,Match Report,,14,9,14.1,0.0,0,0
28,2017-12-26,17:30,Premier League,Matchweek 20,Tue,Home,W,5,0,Swansea City,3.1,0.4,55,52850,Philippe Coutinho,4-3-3,Kevin Friend,Match Report,,22,9,17.2,1.0,0,0
29,2017-12-30,15:00,Premier League,Matchweek 21,Sat,Home,W,2,1,Leicester City,2.9,0.7,61,53226,James Milner,4-3-3,Niel Swarbrick,Match Report,,18,6,16.7,0.0,0,0
30,2018-01-01,15:00,Premier League,Matchweek 22,Mon,Away,W,2,1,Burnley,1.7,1.3,58,21756,Simon Mignolet,4-2-3-1,Roger East,Match Report,,19,5,18.0,0.0,0,0
32,2018-01-14,16:00,Premier League,Matchweek 23,Sun,Home,W,4,3,Manchester City,0.8,0.8,36,53285,Dejan Lovren,4-3-3,Andre Marriner,Match Report,,16,7,20.3,0.0,0,0
33,2018-01-22,20:00,Premier League,Matchweek 24,Mon,Away,L,0,1,Swansea City,2.5,0.2,71,20886,Emre Can,4-2-3-1,Niel Swarbrick,Match Report,,21,4,18.2,1.0,0,0
35,2018-01-30,20:00,Premier League,Matchweek 25,Tue,Away,W,3,0,Huddersfield,1.8,0.3,74,24121,Jordan Henderson,4-3-3,Kevin Friend,Match Report,,13,6,20.2,0.0,1,1
36,2018-02-04,16:30,Premier League,Matchweek 26,Sun,Home,D,2,2,Tottenham,1.2,2.6,34,53213,Jordan Henderson,4-3-3,Jonathan Moss,Match Report,,9,3,15.4,0.0,0,0
37,2018-02-11,16:30,Premier League,Matchweek 27,Sun,Away,W,2,0,Southampton,1.9,0.9,48,31915,Emre Can,4-3-3,Martin Atkinson,Match Report,,16,4,18.8,0.0,0,0
39,2018-02-24,15:00,Premier League,Matchweek 28,Sat,Home,W,4,1,West Ham,4.0,0.4,67,53256,James Milner,4-3-3,Stuart Attwell,Match Report,,21,12,15.5,1.0,0,0
40,2018-03-03,17:30,Premier League,Matchweek 29,Sat,Home,W,2,0,Newcastle Utd,1.5,0.3,70,53287,Jordan Henderson,4-3-3,Graham Scott,Match Report,,14,3,13.6,0.0,0,0
42,2018-03-10,12:30,Premier League,Matchweek 30,Sat,Away,L,1,2,Manchester Utd,0.7,0.7,67,74855,James Milner,4-3-3,Craig Pawson,Match Report,,14,2,21.5,0.0,0,0
43,2018-03-17,17:30,Premier League,Matchweek 31,Sat,Home,W,5,0,Watford,2.3,0.4,58,53287,Jordan Henderson,4-3-3,Anthony Taylor,Match Report,,13,10,14.3,0.0,0,0
44,2018-03-31,12:30,Premier League,Matchweek 32,Sat,Away,W,2,1,Crystal Palace,1.8,1.9,67,25807,Jordan Henderson,4-3-3,Niel Swarbrick,Match Report,,16,6,16.0,0.0,0,0
46,2018-04-07,12:30,Premier League,Matchweek 33,Sat,Away,D,0,0,Everton,0.9,0.6,61,39220,Jordan Henderson,4-3-3,Michael Oliver,Match Report,,10,3,21.9,1.0,0,0
48,2018-04-14,17:30,Premier League,Matchweek 34,Sat,Home,W,3,0,Bournemouth,2.0,0.3,61,52959,Jordan Henderson,4-3-3,Chris Kavanagh,Match Report,,20,6,20.1,1.0,0,0
49,2018-04-21,12:30,Premier League,Matchweek 35,Sat,Away,D,2,2,West Brom,1.3,1.3,61,24520,Jordan Henderson,4-3-3,Stuart Attwell,Match Report,,9,3,15.5,1.0,0,0
51,2018-04-28,12:30,Premier League,Matchweek 36,Sat,Home,D,0,0,Stoke City,1.9,0.6,71,53255,Jordan Henderson,4-3-3,Andre Marriner,Match Report,,20,2,17.4,1.0,0,0
53,2018-05-06,16:30,Premier League,Matchweek 37,Sun,Away,L,0,1,Chelsea,0.5,0.6,68,41314,James Milner,4-3-3,Anthony Taylor,Match Report,,10,5,18.6,0.0,0,0
54,2018-05-13,15:00,Premier League,Matchweek 38,Sun,Home,W,4,0,Brighton,2.8,0.1,72,50752,Jordan Henderson,4-2-3-1,Kevin Friend,Match Report,,22,10,14.5,0.0,0,0
