,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt
0,2017-08-12,12:30,Premier League,Matchweek 1,Sat,Away,D,3,3,Watford,2.6,2.1,54,20407,Jordan Henderson,4-3-3,Anthony Taylor,Match Report,,13,4,13.9,0.0,1,1
2,2017-08-19,15:00,Premier League,Matchweek 2,Sat,Home,W,1,0,Crystal Palace,2.5,0.7,71,53138,Jordan Henderson,4-3-3,Kevin Friend,Match Report,,23,13,18.6,2.0,0,0
4,2017-08-27,16:00,Premier League,Matchweek 3,Sun,Home,W,4,0,Arsenal,3.1,0.6,48,53206,Jordan Henderson,4-3-3,Craig Pawson,Match Report,,18,10,15.9,0.0,0,0
5,2017-09-09,12:30,Premier League,Matchweek 4,Sat,Away,L,0,5,Manchester City,0.7,2.4,34,54172,Jordan Henderson,4-3-3,Jonathan Moss,Match Report,,7,3,20.5,2.0,0,0
7,2017-09-16,15:00,Premier League,Matchweek 5,Sat,Home,D,1,1,Burnley,2.2,0.2,71,53231,James Milner,4-3-3,Roger East,Match Report,,35,9,20.6,0.0,0,0
9,2017-09-23,17:30,Premier League,Matchweek 6,Sat,Away,W,3,2,Leicester City,1.7,2.8,55,32004,Jordan Henderson,4-3-3,Anthony Taylor,Match Report,,23,6,18.2,1.0,0,0
11,2017-10-01,16:30,Premier League,Matchweek 7,Sun,Away,D,1,1,Newcastle Utd,1.3,0.3,67,52303,Jordan Henderson,4-3-3,Craig Pawson,Match Report,,17,2,17.8,1.0,0,0
12,2017-10-14,12:30,Premier League,Matchweek 8,Sat,Home,D,0,0,Manchester Utd,1.5,0.2,62,52912,Jordan Henderson,4-3-3,Martin Atkinson,Match Report,,19,5,17.9,0.0,0,0
14,2017-10-22,16:00,Premier League,Matchweek 9,Sun,Away,L,1,4,Tottenham,0.6,2.0,63,80827,Jordan Henderson,4-3-3,Andre Marriner,Match Report,,12,7,20.5,0.0,0,0
15,2017-10-28,15:00,Premier League,Matchweek 10,Sat,Home,W,3,0,Huddersfield,2.1,0.1,72,53268,Jordan Henderson,4-3-3,Kevin Friend,Match Report,,15,7,17.1,1.0,0,1
17,2017-11-04,17:30,Premier League,Matchweek 11,Sat,Away,W,4,1,West Ham,2.7,1.2,52,56961,Simon Mignolet,4-2-2-2,Niel Swarbrick,Match Report,,15,7,15.0,0.0,0,0
18,2017-11-18,15:00,Premier League,Matchweek 12,Sat,Home,W,3,0,Southampton,2.0,0.4,61,53256,Jordan Henderson,4-3-3,Mike Jones,Match Report,,21,8,19.3,1.0,0,0
20,2017-11-25,17:30,Premier League,Matchweek 13,Sat,Home,D,1,1,Chelsea,1.2,0.8,53,53225,Jordan Henderson,4-3-3,Michael Oliver,Match Report,,16,4,18.3,1.0,0,0
21,2017-11-29,20:00,Premier League,Matchweek 14,Wed,Away,W,3,0,Stoke City,2.9,0.9,59,29423,Simon Mignolet,4-2-3-1,Martin Atkinson,Match Report,,14,7,18.1,1.0,0,0
22,2017-12-02,15:00,Premier League,Matchweek 15,Sat,Away,W,5,1,Brighton,1.8,1.7,57,30634,Jordan Henderson,3-5-1-1,Graham Scott,Match Report,,12,6,15.9,2.0,0,0
24,2017-12-10,14:15,Premier League,Matchweek 16,Sun,Home,D,1,1,Everton,1.6,0.9,79,53082,Jordan Henderson,4-3-3,Craig Pawson,Match Report,,23,3,20.6,1.0,0,0
25,2017-12-13,20:00,Premier League,Matchweek 17,Wed,Home,D,0,0,West Brom,2.1,0.4,70,53243,Philippe Coutinho,4-4-2,Paul Tierney,Match Report,,14,3,16.9,1.0,0,0
