,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt
13,2019-11-09,15:00,Premier League,Matchweek 12,Sat,Away,D,1,1,Tottenham,0.9,1.8,39,59781.0,Oliver Norwood,3-5-2,Graham Scott,Match Report,,14,4,19.6,0.0,0,0
14,2019-11-24,16:30,Premier League,Matchweek 13,Sun,Home,D,3,3,Manchester Utd,1.3,1.3,41,32024.0,Oliver Norwood,3-5-2,Andre Marriner,Match Report,,12,8,18.0,0.0,0,0
15,2019-12-01,14:00,Premier League,Matchweek 14,Sun,Away,D,1,1,Wolves,1.5,1.3,41,31642.0,Oliver Norwood,3-5-2,David Coote,Match Report,,10,4,13.6,0.0,0,0
16,2019-12-05,19:30,Premier League,Matchweek 15,Thu,Home,L,0,2,Newcastle Utd,1.1,0.5,73,30409.0,Billy Sharp,3-5-2,Stuart Attwell,Match Report,,13,6,15.1,1.0,0,0
17,2019-12-08,14:00,Premier League,Matchweek 16,Sun,Away,W,2,1,Norwich City,0.8,0.7,42,26881.0,Oliver Norwood,3-5-2,Simon Hooper,Match Report,,9,3,18.2,0.0,0,0
18,2019-12-14,15:00,Premier League,Matchweek 17,Sat,Home,W,2,0,Aston Villa,1.7,1.1,56,30396.0,Oliver Norwood,3-5-2,Peter Bankes,Match Report,,7,3,11.1,0.0,0,0
19,2019-12-21,15:00,Premier League,Matchweek 18,Sat,Away,W,1,0,Brighton,1.3,0.5,31,30505.0,Oliver Norwood,3-5-2,Robert Jones,Match Report,,7,2,13.1,0.0,0,0
20,2019-12-26,15:00,Premier League,Matchweek 19,Thu,Home,D,1,1,Watford,2.4,0.6,58,30222.0,Oliver Norwood,3-5-2,David Coote,Match Report,,15,3,15.7,0.0,1,1
21,2019-12-29,18:00,Premier League,Matchweek 20,Sun,Away,L,0,2,Manchester City,1.1,1.1,28,54512.0,Oliver Norwood,3-5-2,Chris Kavanagh,Match Report,,8,0,13.8,0.0,0,0
22,2020-01-02,20:00,Premier League,Matchweek 21,Thu,Away,L,0,2,Liverpool,0.6,2.8,26,53321.0,Oliver Norwood,3-5-2,Paul Tierney,Match Report,,3,2,13.9,0.0,0,0
24,2020-01-10,20:00,Premier League,Matchweek 22,Fri,Home,W,1,0,West Ham,1.4,0.7,47,30124.0,Oliver Norwood,3-5-2,Michael Oliver,Match Report,,13,3,15.0,0.0,0,0
25,2020-01-18,15:00,Premier League,Matchweek 23,Sat,Away,D,1,1,Arsenal,0.8,1.4,39,60310.0,Oliver Norwood,3-5-2,Mike Dean,Match Report,,12,3,15.2,0.0,0,0
26,2020-01-21,19:30,Premier League,Matchweek 24,Tue,Home,L,0,1,Manchester City,0.8,2.8,34,31285.0,Billy Sharp,3-5-2,Lee Mason,Match Report,,4,1,11.6,0.0,0,0
28,2020-02-01,15:00,Premier League,Matchweek 25,Sat,Away,W,1,0,Crystal Palace,0.7,0.8,39,25170.0,Billy Sharp,3-5-2,Andy Madley,Match Report,,10,3,18.8,1.0,0,0
29,2020-02-09,14:00,Premier League,Matchweek 26,Sun,Home,W,2,1,Bournemouth,1.9,1.4,55,30361.0,Billy Sharp,3-5-2,Jonathan Moss,Match Report,,16,5,11.3,1.0,0,0
30,2020-02-22,15:00,Premier League,Matchweek 27,Sat,Home,D,1,1,Brighton,1.6,1.2,65,31888.0,Billy Sharp,3-5-2,Graham Scott,Match Report,,13,3,13.8,0.0,0,0
32,2020-03-07,15:00,Premier League,Matchweek 29,Sat,Home,W,1,0,Norwich City,0.9,2.4,42,31379.0,Billy Sharp,3-5-2,Simon Hooper,Match Report,,10,3,13.2,0.0,0,0
33,2020-06-17,18:00,Premier League,Matchweek 28,Wed,Away,D,0,0,Aston Villa,0.3,1.4,54,,Billy Sharp,3-5-2,Michael Oliver,Match Report,,5,1,15.6,0.0,0,0
34,2020-06-21,14:00,Premier League,Matchweek 30,Sun,Away,L,0,3,Newcastle Utd,0.6,2.0,54,,Billy Sharp,3-5-2,David Coote,Match Report,,7,1,13.8,0.0,0,0
35,2020-06-24,18:00,Premier League,Matchweek 31,Wed,Away,L,0,3,Manchester Utd,0.1,2.4,32,,Oliver Norwood,3-5-2,Anthony Taylor,Match Report,,4,1,24.6,0.0,0,0
37,2020-07-02,18:00,Premier League,Matchweek 32,Thu,Home,W,3,1,Tottenham,1.6,1.1,33,,Oliver Norwood,3-5-2,Chris Kavanagh,Match Report,,7,5,13.1,0.0,0,0
38,2020-07-05,12:00,Premier League,Matchweek 33,Sun,Away,D,1,1,Burnley,1.1,1.3,52,,Oliver Norwood,3-5-2,Peter Bankes,Match Report,,10,3,14.7,0.0,0,0
39,2020-07-08,18:00,Premier League,Matchweek 34,Wed,Home,W,1,0,Wolves,0.5,0.4,44,,Billy Sharp,3-5-2,Martin Atkinson,Match Report,,7,3,12.9,0.0,0,0
40,2020-07-11,17:30,Premier League,Matchweek 35,Sat,Home,W,3,0,Chelsea,2.3,1.2,24,,Oliver Norwood,3-5-2,Andre Marriner,Match Report,,9,4,10.6,0.0,0,0
41,2020-07-16,18:00,Premier League,Matchweek 36,Thu,Away,L,0,2,Leicester City,0.7,2.6,46,,Oliver Norwood,3-5-2,Michael Oliver,Match Report,,5,1,13.3,0.0,0,0
42,2020-07-20,18:00,Premier League,Matchweek 37,Mon,Home,L,0,1,Everton,0.5,0.4,51,,Oliver Norwood,3-5-2,Stuart Attwell,Match Report,,8,0,13.4,0.0,0,0
43,2020-07-26,16:00,Premier League,Matchweek 38,Sun,Away,L,1,3,Southampton,1.4,1.7,28,,Billy Sharp,3-5-2,Peter Bankes,Match Report,,5,3,11.6,0.0,0,0
