,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt
0,2019-08-10,15:00,Premier League,Matchweek 1,Sat,Away,W,3,0,Watford,0.8,0.7,51,20245.0,Lewis Dunk,3-4-3,Craig Pawson,Match Report,,5,3,17.7,0.0,0,0
1,2019-08-17,15:00,Premier League,Matchweek 2,Sat,Home,D,1,1,West Ham,2.0,0.8,57,30459.0,Lewis Dunk,3-4-3,Anthony Taylor,Match Report,,16,4,16.9,0.0,0,0
2,2019-08-24,15:00,Premier League,Matchweek 3,Sat,Home,L,0,2,Southampton,0.8,1.7,51,30019.0,Lewis Dunk,3-4-3,Kevin Friend,Match Report,,12,3,15.4,0.0,0,0
4,2019-08-31,15:00,Premier League,Matchweek 4,Sat,Away,L,0,4,Manchester City,0.9,1.9,47,54386.0,Lewis Dunk,3-4-3,Jonathan Moss,Match Report,,6,1,14.7,0.0,0,0
5,2019-09-14,15:00,Premier League,Matchweek 5,Sat,Home,D,1,1,Burnley,1.4,0.4,62,29398.0,Lewis Dunk,3-4-3,Michael Oliver,Match Report,,14,5,16.1,0.0,0,0
6,2019-09-21,17:30,Premier League,Matchweek 6,Sat,Away,D,0,0,Newcastle Utd,1.4,0.9,71,43316.0,Lewis Dunk,3-4-3,Martin Atkinson,Match Report,,16,2,18.3,0.0,0,0
8,2019-09-28,15:00,Premier League,Matchweek 7,Sat,Away,L,0,2,Chelsea,0.6,3.7,47,40683.0,Lewis Dunk,3-5-1-1,Chris Kavanagh,Match Report,,8,1,17.4,0.0,0,0
9,2019-10-05,12:30,Premier League,Matchweek 8,Sat,Home,W,3,0,Tottenham,2.4,0.4,48,30610.0,Lewis Dunk,4-4-2,Jonathan Moss,Match Report,,17,6,17.6,1.0,0,0
10,2019-10-19,15:00,Premier League,Matchweek 9,Sat,Away,L,1,2,Aston Villa,1.2,3.0,51,41826.0,Lewis Dunk,4-4-2,David Coote,Match Report,,20,5,20.3,0.0,0,0
11,2019-10-26,15:00,Premier League,Matchweek 10,Sat,Home,W,3,2,Everton,1.2,0.9,55,30529.0,Lewis Dunk,4-4-2,Andy Madley,Match Report,,7,3,20.4,2.0,1,1
12,2019-11-02,15:00,Premier League,Matchweek 11,Sat,Home,W,2,0,Norwich City,2.7,0.4,58,30539.0,Lewis Dunk,4-4-2,Kevin Friend,Match Report,,21,5,14.8,0.0,0,0
13,2019-11-10,14:00,Premier League,Matchweek 12,Sun,Away,L,1,3,Manchester Utd,0.8,3.6,58,73556.0,Lewis Dunk,4-4-2,Jonathan Moss,Match Report,,6,2,11.0,0.0,0,0
