,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt
1,2018-08-11,15:00,Premier League,Matchweek 1,Sat,Away,W,3,0,Huddersfield,1.9,0.3,62,24121,César Azpilicueta,4-3-3,Chris Kavanagh,Match Report,,12,3,17.7,2.0,1,1
2,2018-08-18,17:30,Premier League,Matchweek 2,Sat,Home,W,3,2,Arsenal,1.6,2.4,62,40491,César Azpilicueta,4-3-3,Martin Atkinson,Match Report,,24,11,20.4,1.0,0,0
3,2018-08-26,16:00,Premier League,Matchweek 3,Sun,Away,W,2,1,Newcastle Utd,1.5,0.2,80,51791,César Azpilicueta,4-3-3,Paul Tierney,Match Report,,14,2,19.6,0.0,1,1
4,2018-09-01,15:00,Premier League,Matchweek 4,Sat,Home,W,2,0,Bournemouth,1.1,0.9,72,40178,César Azpilicueta,4-3-3,Lee Mason,Match Report,,24,6,20.3,1.0,0,0
5,2018-09-15,15:00,Premier League,Matchweek 5,Sat,Home,W,4,1,Cardiff City,2.6,0.7,76,40499,César Azpilicueta,4-3-3,Jonathan Moss,Match Report,,17,6,16.0,1.0,1,1
7,2018-09-23,13:30,Premier League,Matchweek 6,Sun,Away,D,0,0,West Ham,1.5,1.0,71,56875,César Azpilicueta,4-3-3,Mike Dean,Match Report,,17,6,16.0,1.0,0,0
9,2018-09-29,17:30,Premier League,Matchweek 7,Sat,Home,D,1,1,Liverpool,1.1,1.6,47,40625,César Azpilicueta,4-3-3,Andre Marriner,Match Report,,10,4,13.2,0.0,0,0
11,2018-10-07,14:15,Premier League,Matchweek 8,Sun,Away,W,3,0,Southampton,2.9,1.6,65,27077,César Azpilicueta,4-3-3,Craig Pawson,Match Report,,21,6,15.1,0.0,0,0
12,2018-10-20,12:30,Premier League,Matchweek 9,Sat,Home,D,2,2,Manchester Utd,1.8,0.8,62,40721,César Azpilicueta,4-3-3,Mike Dean,Match Report,,21,6,18.0,1.0,0,0
14,2018-10-28,13:30,Premier League,Matchweek 10,Sun,Away,W,4,0,Burnley,2.6,0.4,69,21430,César Azpilicueta,4-3-3,Craig Pawson,Match Report,,24,8,16.5,0.0,0,0
16,2018-11-04,16:00,Premier League,Matchweek 11,Sun,Home,W,3,1,Crystal Palace,1.7,0.4,73,40407,César Azpilicueta,4-3-3,Michael Oliver,Match Report,,15,6,17.4,0.0,0,0
18,2018-11-11,14:15,Premier League,Matchweek 12,Sun,Home,D,0,0,Everton,1.2,0.3,68,40345,César Azpilicueta,4-3-3,Kevin Friend,Match Report,,15,4,21.5,1.0,0,0
19,2018-11-24,17:30,Premier League,Matchweek 13,Sat,Away,L,1,3,Tottenham,1.0,3.1,60,55465,César Azpilicueta,4-3-3,Martin Atkinson,Match Report,,13,2,17.5,0.0,0,0
21,2018-12-02,12:00,Premier League,Matchweek 14,Sun,Home,W,2,0,Fulham,2.1,0.4,65,40551,César Azpilicueta,4-3-3,Craig Pawson,Match Report,,16,9,18.4,3.0,0,0
22,2018-12-05,19:45,Premier League,Matchweek 15,Wed,Away,L,1,2,Wolves,1.3,0.7,70,31300,César Azpilicueta,4-3-3,Jonathan Moss,Match Report,,17,3,19.0,1.0,0,0
23,2018-12-08,17:30,Premier League,Matchweek 16,Sat,Home,W,2,0,Manchester City,0.6,0.9,39,40571,César Azpilicueta,4-3-3,Michael Oliver,Match Report,,8,5,17.9,1.0,0,0
25,2018-12-16,13:30,Premier League,Matchweek 17,Sun,Away,W,2,1,Brighton,1.2,0.4,57,30645,César Azpilicueta,4-3-3,Stuart Attwell,Match Report,,10,3,19.6,2.0,0,0
27,2018-12-22,15:00,Premier League,Matchweek 18,Sat,Home,L,0,1,Leicester City,2.4,0.5,72,40558,César Azpilicueta,4-3-3,Lee Probert,Match Report,,17,5,15.5,0.0,0,0
28,2018-12-26,19:30,Premier League,Matchweek 19,Wed,Away,W,2,1,Watford,1.9,1.2,65,20415,César Azpilicueta,4-3-3,Martin Atkinson,Match Report,,9,3,17.8,0.0,1,1
29,2018-12-30,12:00,Premier League,Matchweek 20,Sun,Away,W,1,0,Crystal Palace,0.9,0.2,65,25781,César Azpilicueta,4-3-3,Craig Pawson,Match Report,,12,4,21.3,1.0,0,0
30,2019-01-02,19:45,Premier League,Matchweek 21,Wed,Home,D,0,0,Southampton,0.9,0.2,71,40668,César Azpilicueta,4-3-3,Jonathan Moss,Match Report,,17,6,18.9,2.0,0,0
33,2019-01-12,17:30,Premier League,Matchweek 22,Sat,Home,W,2,1,Newcastle Utd,1.3,0.5,65,40491,César Azpilicueta,4-3-3,Chris Kavanagh,Match Report,,10,6,18.5,1.0,0,0
