,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt
34,2019-01-19,17:30,Premier League,Matchweek 23,Sat,Away,L,0,2,Arsenal,0.9,1.5,64,59979,César Azpilicueta,4-3-3,Anthony Taylor,Match Report,,13,1,17.7,0.0,0,0
37,2019-01-30,19:45,Premier League,Matchweek 24,Wed,Away,L,0,4,Bournemouth,0.7,2.0,68,10227,César Azpilicueta,4-3-3,Roger East,Match Report,,11,7,18.0,0.0,0,0
38,2019-02-02,15:00,Premier League,Matchweek 25,Sat,Home,W,5,0,Huddersfield,2.6,0.3,65,40626,César Azpilicueta,4-3-3,Paul Tierney,Match Report,,22,6,17.6,0.0,1,1
39,2019-02-10,16:00,Premier League,Matchweek 26,Sun,Away,L,0,6,Manchester City,0.9,3.0,44,54452,César Azpilicueta,4-3-3,Mike Dean,Match Report,,12,4,19.4,1.0,0,0
44,2019-02-27,20:00,Premier League,Matchweek 28,Wed,Home,W,2,0,Tottenham,0.6,0.6,46,40542,César Azpilicueta,4-3-3,Andre Marriner,Match Report,,11,1,21.2,1.0,0,0
45,2019-03-03,14:05,Premier League,Matchweek 29,Sun,Away,W,2,1,Fulham,1.2,0.8,63,24900,César Azpilicueta,4-3-3,Graham Scott,Match Report,,20,7,15.6,0.0,0,0
47,2019-03-10,14:05,Premier League,Matchweek 30,Sun,Home,D,1,1,Wolves,1.1,0.5,76,40692,César Azpilicueta,4-3-3,Michael Oliver,Match Report,,22,6,19.5,2.0,0,0
49,2019-03-17,16:30,Premier League,Matchweek 31,Sun,Away,L,0,2,Everton,1.4,2.3,67,39356,César Azpilicueta,4-3-3,Anthony Taylor,Match Report,,17,5,16.7,1.0,0,0
50,2019-03-31,14:05,Premier League,Matchweek 32,Sun,Away,W,2,1,Cardiff City,1.8,0.5,70,32657,César Azpilicueta,4-3-3,Craig Pawson,Match Report,,21,3,19.5,1.0,0,0
51,2019-04-03,19:45,Premier League,Matchweek 27,Wed,Home,W,3,0,Brighton,2.7,0.4,68,38593,César Azpilicueta,4-3-3,Graham Scott,Match Report,,17,4,13.8,1.0,0,0
52,2019-04-08,20:00,Premier League,Matchweek 33,Mon,Home,W,2,0,West Ham,1.9,0.6,53,40537,César Azpilicueta,4-3-3,Chris Kavanagh,Match Report,,16,7,14.5,2.0,0,0
54,2019-04-14,16:30,Premier League,Matchweek 34,Sun,Away,L,0,2,Liverpool,0.7,1.2,38,53279,César Azpilicueta,4-3-3,Michael Oliver,Match Report,,6,3,15.0,0.0,0,0
56,2019-04-22,20:00,Premier League,Matchweek 35,Mon,Home,D,2,2,Burnley,1.3,0.7,75,40642,César Azpilicueta,4-3-3,Kevin Friend,Match Report,,22,8,18.7,0.0,0,0
57,2019-04-28,16:30,Premier League,Matchweek 36,Sun,Away,D,1,1,Manchester Utd,1.7,1.1,48,74526,César Azpilicueta,4-3-3,Martin Atkinson,Match Report,,16,3,19.1,2.0,0,0
59,2019-05-05,14:00,Premier League,Matchweek 37,Sun,Home,W,3,0,Watford,2.3,1.7,58,40560,César Azpilicueta,4-3-3,Paul Tierney,Match Report,,19,9,13.4,0.0,0,0
61,2019-05-12,15:00,Premier League,Matchweek 38,Sun,Away,D,0,0,Leicester City,1.5,0.4,53,32140,César Azpilicueta,4-3-3,Anthony Taylor,Match Report,,14,4,19.5,0.0,0,0
