,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt
15,2017-11-28,20:00,Premier League,Matchweek 14,Tue,Home,D,2,2,Newcastle Utd,1.5,0.9,48,25534,Jonny Evans,3-5-2,Lee Probert,Match Report,,8,4,16.4,2.0,0,0
16,2017-12-02,15:00,Premier League,Matchweek 15,Sat,Home,D,0,0,Crystal Palace,1.9,0.6,51,23531,Jonny Evans,4-3-3,Michael Oliver,Match Report,,20,6,15.4,0.0,0,0
17,2017-12-09,15:00,Premier League,Matchweek 16,Sat,Away,L,0,1,Swansea City,0.3,1.5,46,19580,Jonny Evans,4-4-2,Mike Dean,Match Report,,7,1,19.9,0.0,0,0
18,2017-12-13,20:00,Premier League,Matchweek 17,Wed,Away,D,0,0,Liverpool,0.4,2.1,30,53243,Jonny Evans,4-5-1,Paul Tierney,Match Report,,6,1,18.7,0.0,0,0
19,2017-12-17,14:15,Premier League,Matchweek 18,Sun,Home,L,1,2,Manchester Utd,1.1,0.7,44,24782,Jonny Evans,4-3-3,Anthony Taylor,Match Report,,12,5,17.5,0.0,0,0
20,2017-12-23,15:00,Premier League,Matchweek 19,Sat,Away,L,1,3,Stoke City,2.0,1.4,57,29057,Jonny Evans,4-4-2,Niel Swarbrick,Match Report,,17,7,15.1,0.0,0,0
21,2017-12-26,15:00,Premier League,Matchweek 20,Tue,Home,D,0,0,Everton,1.5,0.4,52,25364,Jonny Evans,4-4-2,Roger East,Match Report,,17,3,15.7,1.0,0,0
22,2017-12-31,16:30,Premier League,Matchweek 21,Sun,Home,D,1,1,Arsenal,1.5,0.9,35,26223,Jonny Evans,5-3-2,Mike Dean,Match Report,,13,2,19.0,2.0,1,1
23,2018-01-02,19:45,Premier League,Matchweek 22,Tue,Away,L,1,2,West Ham,1.0,1.3,47,56888,Jonny Evans,4-2-3-1,Mike Jones,Match Report,,12,3,25.0,0.0,0,0
25,2018-01-13,15:00,Premier League,Matchweek 23,Sat,Home,W,2,0,Brighton,1.0,0.6,44,25240,Jonny Evans,4-4-2,Martin Atkinson,Match Report,,15,4,18.0,0.0,0,0
26,2018-01-20,15:00,Premier League,Matchweek 24,Sat,Away,D,1,1,Everton,1.1,1.1,44,39061,Jonny Evans,4-4-2,Stuart Attwell,Match Report,,15,5,19.0,0.0,0,0
28,2018-01-31,20:00,Premier League,Matchweek 25,Wed,Away,L,0,3,Manchester City,0.2,2.3,27,53241,James McClean,4-4-1-1,Robert Madley,Match Report,,3,1,19.1,0.0,0,0
29,2018-02-03,15:00,Premier League,Matchweek 26,Sat,Home,L,2,3,Southampton,0.8,0.9,39,25911,Gareth McAuley,4-4-2,Michael Oliver,Match Report,,9,3,21.1,3.0,0,0
