,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt
16,2018-12-05,19:45,Premier League,Matchweek 15,Wed,Home,W,2,1,Chelsea,0.7,1.3,30,31300,Conor Coady,3-4-3,Jonathan Moss,Match Report,,6,2,11.3,0.0,0,0
17,2018-12-09,16:00,Premier League,Matchweek 16,Sun,Away,W,2,1,Newcastle Utd,1.8,0.6,49,50223,Conor Coady,3-4-3,Mike Dean,Match Report,,13,6,15.4,2.0,0,0
18,2018-12-15,15:00,Premier League,Matchweek 17,Sat,Home,W,2,0,Bournemouth,1.8,0.6,38,30997,Conor Coady,3-4-1-2,Simon Hooper,Match Report,,10,4,18.7,0.0,0,0
19,2018-12-21,20:00,Premier League,Matchweek 18,Fri,Home,L,0,2,Liverpool,0.9,1.9,39,31358,Conor Coady,3-4-1-2,Craig Pawson,Match Report,,11,5,16.9,0.0,0,0
20,2018-12-26,12:30,Premier League,Matchweek 19,Wed,Away,D,1,1,Fulham,1.4,1.2,70,24382,Conor Coady,3-4-1-2,Andre Marriner,Match Report,,14,5,17.7,0.0,0,0
21,2018-12-29,15:00,Premier League,Matchweek 20,Sat,Away,W,3,1,Tottenham,0.9,0.3,40,46356,Conor Coady,3-4-3,Stuart Attwell,Match Report,,11,4,16.3,0.0,0,0
22,2019-01-02,19:45,Premier League,Matchweek 21,Wed,Home,L,0,2,Crystal Palace,0.5,1.9,52,30666,Conor Coady,3-4-3,Roger East,Match Report,,9,1,19.7,0.0,0,0
24,2019-01-14,20:00,Premier League,Matchweek 22,Mon,Away,L,0,3,Manchester City,0.1,2.8,24,54171,Conor Coady,3-5-2,Craig Pawson,Match Report,,3,0,21.7,0.0,0,0
25,2019-01-19,12:30,Premier League,Matchweek 23,Sat,Home,W,4,3,Leicester City,1.9,1.9,46,31278,Conor Coady,3-5-2,Chris Kavanagh,Match Report,,12,7,16.8,0.0,0,0
27,2019-01-29,19:45,Premier League,Matchweek 24,Tue,Home,W,3,0,West Ham,2.2,0.2,55,31122,Conor Coady,3-5-2,David Coote,Match Report,,20,9,16.9,1.0,0,0
28,2019-02-02,15:00,Premier League,Matchweek 25,Sat,Away,W,3,1,Everton,1.4,1.2,36,39380,Conor Coady,3-5-2,Lee Mason,Match Report,,7,3,23.3,0.0,1,1
30,2019-02-11,20:00,Premier League,Matchweek 26,Mon,Home,D,1,1,Newcastle Utd,2.3,0.4,59,30687,Conor Coady,3-5-2,Graham Scott,Match Report,,22,6,15.0,0.0,0,0
32,2019-02-23,15:00,Premier League,Matchweek 27,Sat,Away,D,1,1,Bournemouth,1.5,2.4,55,10671,Conor Coady,3-5-2,Roger East,Match Report,,9,1,18.4,0.0,1,1
33,2019-02-26,19:45,Premier League,Matchweek 28,Tue,Away,L,0,1,Huddersfield,0.6,1.6,50,22714,Conor Coady,3-5-2,David Coote,Match Report,,7,0,18.5,0.0,0,0
34,2019-03-02,15:00,Premier League,Matchweek 29,Sat,Home,W,2,0,Cardiff City,2.8,0.6,56,31309,Conor Coady,3-5-2,Andre Marriner,Match Report,,13,6,13.5,0.0,0,0
35,2019-03-10,14:05,Premier League,Matchweek 30,Sun,Away,D,1,1,Chelsea,0.5,1.1,24,40692,Conor Coady,3-5-2,Michael Oliver,Match Report,,2,1,17.2,0.0,0,0
37,2019-03-30,15:00,Premier League,Matchweek 32,Sat,Away,L,0,2,Burnley,0.5,0.5,62,20990,Conor Coady,3-5-2,Chris Kavanagh,Match Report,,8,1,15.4,0.0,0,0
38,2019-04-02,19:45,Premier League,Matchweek 33,Tue,Home,W,2,1,Manchester Utd,1.8,1.8,49,31302,Conor Coady,3-5-2,Mike Dean,Match Report,,9,2,14.9,0.0,0,0
40,2019-04-13,15:00,Premier League,Matchweek 34,Sat,Away,L,1,3,Southampton,0.8,2.9,69,31708,Conor Coady,3-5-2,Jonathan Moss,Match Report,,17,2,19.5,0.0,0,0
41,2019-04-20,15:00,Premier League,Matchweek 35,Sat,Home,D,0,0,Brighton,2.7,0.2,68,31096,Conor Coady,3-5-2,Craig Pawson,Match Report,,23,5,14.6,0.0,0,0
42,2019-04-24,19:45,Premier League,Matchweek 31,Wed,Home,W,3,1,Arsenal,1.2,0.8,30,31436,Conor Coady,3-5-2,Stuart Attwell,Match Report,,11,3,16.3,2.0,0,0
43,2019-04-27,15:00,Premier League,Matchweek 36,Sat,Away,W,2,1,Watford,2.0,0.8,44,20323,Conor Coady,3-5-2,Simon Hooper,Match Report,,11,3,16.2,0.0,0,0
44,2019-05-04,15:00,Premier League,Matchweek 37,Sat,Home,W,1,0,Fulham,2.0,0.5,40,30456,Conor Coady,3-5-2,Jonathan Moss,Match Report,,19,6,18.2,0.0,0,0
45,2019-05-12,15:00,Premier League,Matchweek 38,Sun,Away,L,0,2,Liverpool,1.3,1.6,41,53331,Conor Coady,3-5-2,Martin Atkinson,Match Report,,7,2,12.7,0.0,0,0
