,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt
13,2019-11-02,15:00,Premier League,Matchweek 11,Sat,Away,L,1,2,Manchester City,0.9,2.9,25,53922.0,Pierre Højbjerg,5-3-2,Lee Mason,Match Report,,3,3,18.8,0.0,0,0
14,2019-11-09,15:00,Premier League,Matchweek 12,Sat,Home,L,1,2,Everton,0.9,1.8,47,29754.0,James Ward-Prowse,3-4-3,Paul Tierney,Match Report,,4,3,20.1,1.0,0,0
15,2019-11-23,15:00,Premier League,Matchweek 13,Sat,Away,D,2,2,Arsenal,2.4,1.8,39,60295.0,Pierre Højbjerg,4-4-2,Stuart Attwell,Match Report,,20,4,22.0,0.0,0,1
16,2019-11-30,17:30,Premier League,Matchweek 14,Sat,Home,W,2,1,Watford,2.1,0.6,63,26929.0,Pierre Højbjerg,4-4-2,Michael Oliver,Match Report,,11,5,16.6,2.0,0,0
17,2019-12-04,19:30,Premier League,Matchweek 15,Wed,Home,W,2,1,Norwich City,1.7,0.9,40,27019.0,Pierre Højbjerg,4-4-2,Kevin Friend,Match Report,,14,5,16.7,0.0,0,0
18,2019-12-08,14:00,Premier League,Matchweek 16,Sun,Away,L,1,2,Newcastle Utd,1.7,0.9,54,42303.0,Pierre Højbjerg,4-4-2,David Coote,Match Report,,19,4,16.0,2.0,0,0
19,2019-12-14,17:30,Premier League,Matchweek 17,Sat,Home,L,0,1,West Ham,0.9,0.9,57,27701.0,Pierre Højbjerg,4-4-2,Martin Atkinson,Match Report,,11,2,17.1,1.0,0,0
20,2019-12-21,15:00,Premier League,Matchweek 18,Sat,Away,W,3,1,Aston Villa,2.8,1.1,44,41834.0,Pierre Højbjerg,4-4-2,Craig Pawson,Match Report,,17,8,14.9,2.0,0,0
21,2019-12-26,15:00,Premier League,Matchweek 19,Thu,Away,W,2,0,Chelsea,1.1,0.7,34,40651.0,Pierre Højbjerg,4-4-2,Jonathan Moss,Match Report,,5,3,15.5,0.0,0,0
22,2019-12-28,15:00,Premier League,Matchweek 20,Sat,Home,D,1,1,Crystal Palace,1.4,0.3,59,31108.0,Pierre Højbjerg,4-4-2,Andy Madley,Match Report,,14,5,15.8,1.0,0,0
23,2020-01-01,15:00,Premier League,Matchweek 21,Wed,Home,W,1,0,Tottenham,1.3,0.9,41,30976.0,Pierre Højbjerg,4-4-2,Mike Dean,Match Report,,12,3,15.3,0.0,0,0
25,2020-01-11,15:00,Premier League,Matchweek 22,Sat,Away,W,2,1,Leicester City,2.1,0.7,43,32115.0,Pierre Højbjerg,4-4-2,Lee Mason,Match Report,,16,9,16.2,1.0,0,0
26,2020-01-18,15:00,Premier League,Matchweek 23,Sat,Home,L,2,3,Wolves,0.7,2.4,53,31152.0,Pierre Højbjerg,4-4-2,Darren England,Match Report,,11,5,13.7,0.0,0,0
27,2020-01-21,19:30,Premier League,Matchweek 24,Tue,Away,W,2,0,Crystal Palace,1.1,0.6,55,23739.0,Pierre Højbjerg,4-4-2,Andre Marriner,Match Report,,15,6,21.7,0.0,0,0
29,2020-02-01,15:00,Premier League,Matchweek 25,Sat,Away,L,0,4,Liverpool,0.8,3.2,38,53291.0,Pierre Højbjerg,4-4-2,Kevin Friend,Match Report,,17,4,18.7,0.0,0,0
31,2020-02-15,12:30,Premier League,Matchweek 26,Sat,Home,L,1,2,Burnley,0.8,0.8,62,26302.0,Pierre Højbjerg,4-2-2-2,Simon Hooper,Match Report,,10,2,15.7,0.0,0,0
32,2020-02-22,15:00,Premier League,Matchweek 27,Sat,Home,W,2,0,Aston Villa,2.6,0.5,46,31478.0,Pierre Højbjerg,4-4-2,Craig Pawson,Match Report,,28,9,18.9,1.0,0,0
33,2020-02-29,15:00,Premier League,Matchweek 28,Sat,Away,L,1,3,West Ham,0.7,2.3,65,59962.0,Pierre Højbjerg,4-4-2,Anthony Taylor,Match Report,,10,2,17.7,0.0,0,0
34,2020-03-07,15:00,Premier League,Matchweek 29,Sat,Home,L,0,1,Newcastle Utd,0.6,2.8,39,30096.0,Pierre Højbjerg,4-4-2,Graham Scott,Match Report,,6,3,15.8,0.0,0,0
35,2020-06-19,18:00,Premier League,Matchweek 30,Fri,Away,W,3,0,Norwich City,1.7,0.6,46,,James Ward-Prowse,4-4-2,Kevin Friend,Match Report,,22,8,18.9,2.0,0,0
36,2020-06-25,18:00,Premier League,Matchweek 31,Thu,Home,L,0,2,Arsenal,0.9,1.9,53,,James Ward-Prowse,4-4-2,Graham Scott,Match Report,,12,3,16.6,0.0,0,0
37,2020-06-28,16:30,Premier League,Matchweek 32,Sun,Away,W,3,1,Watford,1.3,0.5,52,,James Ward-Prowse,4-4-2,Michael Oliver,Match Report,,11,7,19.0,3.0,0,0
38,2020-07-05,19:00,Premier League,Matchweek 33,Sun,Home,W,1,0,Manchester City,0.6,3.2,27,,James Ward-Prowse,4-4-2,Andre Marriner,Match Report,,8,4,23.5,1.0,0,0
39,2020-07-09,18:00,Premier League,Matchweek 34,Thu,Away,D,1,1,Everton,2.4,1.0,61,,James Ward-Prowse,4-4-2,Lee Mason,Match Report,,15,4,17.6,2.0,0,1
40,2020-07-13,20:00,Premier League,Matchweek 35,Mon,Away,D,2,2,Manchester Utd,1.6,1.5,52,,James Ward-Prowse,4-4-2,Chris Kavanagh,Match Report,,9,5,11.6,0.0,0,0
41,2020-07-16,20:15,Premier League,Matchweek 36,Thu,Home,D,1,1,Brighton,2.5,0.7,67,,James Ward-Prowse,4-4-2,Andre Marriner,Match Report,,21,5,18.1,1.0,0,0
42,2020-07-19,14:00,Premier League,Matchweek 37,Sun,Away,W,2,0,Bournemouth,2.5,0.5,56,,James Ward-Prowse,4-4-2,Craig Pawson,Match Report,,15,7,18.3,0.0,0,1
43,2020-07-26,16:00,Premier League,Matchweek 38,Sun,Home,W,3,1,Sheffield Utd,1.7,1.4,72,,James Ward-Prowse,4-4-2,Peter Bankes,Match Report,,12,3,21.1,0.0,1,1
