,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt
0,2019-08-10,15:00,Premier League,Matchweek 1,Sat,Away,L,0,3,Burnley,1.2,0.9,53,19784.0,James Ward-Prowse,3-4-3,Graham Scott,Match Report,,11,3,18.7,1.0,0,0
1,2019-08-17,15:00,Premier League,Matchweek 2,Sat,Home,L,1,2,Liverpool,1.9,1.3,37,31712.0,Pierre Højbjerg,3-5-2,Andre Marriner,Match Report,,14,3,15.3,0.0,0,0
2,2019-08-24,15:00,Premier League,Matchweek 3,Sat,Away,W,2,0,Brighton,1.7,0.8,49,30019.0,Pierre Højbjerg,4-2-2-2,Kevin Friend,Match Report,,12,4,18.0,2.0,0,0
4,2019-08-31,12:30,Premier League,Matchweek 4,Sat,Home,D,1,1,Manchester Utd,0.9,1.5,41,30499.0,Pierre Højbjerg,4-2-2-2,Mike Dean,Match Report,,10,2,20.7,0.0,0,0
5,2019-09-14,15:00,Premier League,Matchweek 5,Sat,Away,W,1,0,Sheffield Utd,1.6,1.8,51,30985.0,Pierre Højbjerg,3-4-3,Lee Mason,Match Report,,11,7,16.7,0.0,0,0
6,2019-09-20,20:00,Premier League,Matchweek 6,Fri,Home,L,1,3,Bournemouth,2.5,1.2,65,30168.0,Pierre Højbjerg,4-2-2-2,Chris Kavanagh,Match Report,,24,5,19.4,0.0,1,1
8,2019-09-28,15:00,Premier League,Matchweek 7,Sat,Away,L,1,2,Tottenham,1.5,1.0,58,59645.0,Pierre Højbjerg,3-4-1-2,Graham Scott,Match Report,,14,6,19.9,1.0,0,0
9,2019-10-06,14:00,Premier League,Matchweek 8,Sun,Home,L,1,4,Chelsea,1.4,1.7,43,31473.0,Pierre Højbjerg,4-3-3,Paul Tierney,Match Report,,10,2,17.3,1.0,0,0
10,2019-10-19,15:00,Premier League,Matchweek 9,Sat,Away,D,1,1,Wolves,1.4,0.9,43,30915.0,Pierre Højbjerg,3-4-3,Peter Bankes,Match Report,,14,5,14.4,1.0,0,0
11,2019-10-25,20:00,Premier League,Matchweek 10,Fri,Home,L,0,9,Leicester City,0.3,4.6,28,28762.0,Pierre Højbjerg,3-5-2,Andre Marriner,Match Report,,6,3,22.4,1.0,0,0
