,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt
32,2024-02-01,19:30,Premier League,Matchweek 22,Thu,Home,D,1.0,1.0,Bournemouth,1.4,1.2,48.0,62478.0,Kurt Zouma,4-3-2-1,Tim Robinson,Match Report,,8,2,17.1,0.0,1,1
33,2024-02-04,14:00,Premier League,Matchweek 23,Sun,Away,L,0.0,3.0,Manchester Utd,1.4,0.7,49.0,73612.0,Kurt Zouma,4-2-3-1,Andy Madley,Match Report,,22,3,18.9,1.0,0,0
34,2024-02-11,14:00,Premier League,Matchweek 24,Sun,Home,L,0.0,6.0,Arsenal,0.2,3.6,30.0,62475.0,Kurt Zouma,4-2-3-1,Craig Pawson,Match Report,,5,1,19.9,0.0,0,0
35,2024-02-17,15:00,Premier League,Matchweek 25,Sat,Away,L,0.0,2.0,Nott'ham Forest,0.5,2.8,51.0,29490.0,Kurt Zouma,4-2-3-1,Thomas Bramall,Match Report,,10,3,18.9,1.0,0,0
36,2024-02-26,20:00,Premier League,Matchweek 26,Mon,Home,W,4.0,2.0,Brentford,1.7,0.9,41.0,62450.0,Kurt Zouma,4-2-3-1,Simon Hooper,Match Report,,17,6,17.7,0.0,0,0
37,2024-03-02,15:00,Premier League,Matchweek 27,Sat,Away,W,3.0,1.0,Everton,1.9,2.7,45.0,39262.0,Kurt Zouma,4-2-3-1,Craig Pawson,Match Report,,12,5,14.2,0.0,0,0
39,2024-03-10,14:00,Premier League,Matchweek 28,Sun,Home,D,2.0,2.0,Burnley,2.1,0.7,52.0,62441.0,Tomáš Souček,4-2-3-1,Darren England,Match Report,,22,4,14.8,0.0,0,0
41,2024-03-17,14:00,Premier League,Matchweek 29,Sun,Home,D,1.0,1.0,Aston Villa,2.0,0.7,31.0,62461.0,Kurt Zouma,4-2-3-1,Jarred Gillett,Match Report,,13,4,15.9,1.0,0,0
42,2024-03-30,12:30,Premier League,Matchweek 30,Sat,Away,L,3.0,4.0,Newcastle Utd,1.4,4.1,40.0,52199.0,Kurt Zouma,4-2-3-1,Robert Jones,Match Report,,10,4,14.1,0.0,0,0
43,2024-04-02,20:15,Premier League,Matchweek 31,Tue,Home,D,1.0,1.0,Tottenham,1.5,1.0,33.0,62469.0,Kurt Zouma,4-5-1,John Brooks,Match Report,,11,4,16.6,1.0,0,0
44,2024-04-06,15:00,Premier League,Matchweek 32,Sat,Away,W,2.0,1.0,Wolves,1.2,1.5,42.0,31504.0,Kurt Zouma,4-2-3-1,Tony Harrington,Match Report,,10,3,24.6,2.0,1,1
