,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt
16,2019-11-02,15:00,Premier League,Matchweek 11,Sat,Home,W,2,1,Southampton,2.9,0.9,75,53922.0,David Silva,4-3-3,Lee Mason,Match Report,,26,4,15.6,1.0,0,0
18,2019-11-10,16:30,Premier League,Matchweek 12,Sun,Away,L,1,3,Liverpool,1.3,1.1,55,53324.0,Fernandinho,4-2-3-1,Michael Oliver,Match Report,,18,3,17.3,0.0,0,0
19,2019-11-23,17:30,Premier League,Matchweek 13,Sat,Home,W,2,1,Chelsea,1.0,0.9,47,54486.0,David Silva,4-3-3,Martin Atkinson,Match Report,,15,4,17.9,0.0,0,0
21,2019-11-30,12:30,Premier League,Matchweek 14,Sat,Away,D,2,2,Newcastle Utd,2.4,0.3,75,49937.0,David Silva,4-3-3,Chris Kavanagh,Match Report,,24,9,16.6,0.0,0,0
22,2019-12-03,20:15,Premier League,Matchweek 15,Tue,Away,W,4,1,Burnley,2.2,0.6,75,20101.0,David Silva,4-3-3,Jonathan Moss,Match Report,,17,8,17.9,0.0,0,0
23,2019-12-07,17:30,Premier League,Matchweek 16,Sat,Home,L,1,2,Manchester Utd,2.2,1.4,72,54403.0,David Silva,4-3-3,Anthony Taylor,Match Report,,23,5,14.7,2.0,0,0
25,2019-12-15,16:30,Premier League,Matchweek 17,Sun,Away,W,3,0,Arsenal,1.3,0.5,57,60031.0,Fernandinho,4-2-3-1,Paul Tierney,Match Report,,14,7,18.9,0.0,0,0
27,2019-12-21,17:30,Premier League,Matchweek 18,Sat,Home,W,3,1,Leicester City,3.3,1.1,62,54415.0,Fernandinho,4-2-3-1,Mike Dean,Match Report,,22,11,15.7,1.0,1,1
28,2019-12-27,19:45,Premier League,Matchweek 19,Fri,Away,L,2,3,Wolves,1.5,2.6,38,31737.0,Fernandinho,4-2-3-1,Martin Atkinson,Match Report,,6,2,19.0,1.0,0,1
29,2019-12-29,18:00,Premier League,Matchweek 20,Sun,Home,W,2,0,Sheffield Utd,1.1,1.1,72,54512.0,Fernandinho,4-3-3,Chris Kavanagh,Match Report,,16,4,23.1,2.0,0,0
30,2020-01-01,17:30,Premier League,Matchweek 21,Wed,Home,W,2,1,Everton,1.5,1.0,65,54407.0,Fernandinho,3-4-3,Andre Marriner,Match Report,,16,7,16.0,0.0,0,0
33,2020-01-12,16:30,Premier League,Matchweek 22,Sun,Away,W,6,1,Aston Villa,2.8,1.1,70,41823.0,David Silva,4-3-3,Jonathan Moss,Match Report,,22,11,16.1,1.0,0,0
34,2020-01-18,15:00,Premier League,Matchweek 23,Sat,Home,D,2,2,Crystal Palace,2.6,0.4,72,54439.0,David Silva,4-3-3,Graham Scott,Match Report,,25,6,16.7,1.0,0,0
35,2020-01-21,19:30,Premier League,Matchweek 24,Tue,Away,W,1,0,Sheffield Utd,2.8,0.8,66,31285.0,Fernandinho,3-4-3,Lee Mason,Match Report,,17,4,17.3,1.0,0,1
38,2020-02-02,16:30,Premier League,Matchweek 25,Sun,Away,L,0,2,Tottenham,2.4,0.3,67,61022.0,Fernandinho,4-3-3,Mike Dean,Match Report,,18,4,15.2,0.0,0,1
39,2020-02-19,19:30,Premier League,Matchweek 26,Wed,Home,W,2,0,West Ham,2.1,0.1,77,52159.0,David Silva,4-3-3,Kevin Friend,Match Report,,20,7,15.0,0.0,0,0
40,2020-02-22,17:30,Premier League,Matchweek 27,Sat,Away,W,1,0,Leicester City,2.4,0.8,67,32068.0,Fernandinho,4-3-3,Paul Tierney,Match Report,,17,6,21.1,2.0,0,1
44,2020-03-08,16:30,Premier League,Matchweek 29,Sun,Away,L,0,2,Manchester Utd,0.6,1.6,72,73288.0,Fernandinho,4-3-3,Mike Dean,Match Report,,7,4,16.9,0.0,0,0
45,2020-06-17,20:15,Premier League,Matchweek 28,Wed,Home,W,3,0,Arsenal,2.6,0.3,67,,David Silva,4-3-3,Anthony Taylor,Match Report,,19,11,18.3,2.0,1,1
46,2020-06-22,20:00,Premier League,Matchweek 30,Mon,Home,W,5,0,Burnley,2.4,0.0,71,,David Silva,4-3-3,Andre Marriner,Match Report,,18,6,19.6,1.0,1,1
47,2020-06-25,20:15,Premier League,Matchweek 31,Thu,Away,L,1,2,Chelsea,0.8,3.2,65,,Fernandinho,4-3-3,Stuart Attwell,Match Report,,11,2,21.4,1.0,0,0
49,2020-07-02,20:15,Premier League,Matchweek 32,Thu,Home,W,4,0,Liverpool,2.4,1.1,47,,Kevin De Bruyne,4-2-3-1,Anthony Taylor,Match Report,,13,4,17.5,0.0,1,1
50,2020-07-05,19:00,Premier League,Matchweek 33,Sun,Away,L,0,1,Southampton,3.2,0.6,73,,David Silva,4-3-3,Andre Marriner,Match Report,,26,6,15.4,1.0,0,0
51,2020-07-08,18:00,Premier League,Matchweek 34,Wed,Home,W,5,0,Newcastle Utd,2.8,0.3,73,,David Silva,4-3-3,Andy Madley,Match Report,,23,9,15.9,1.0,0,0
52,2020-07-11,20:00,Premier League,Matchweek 35,Sat,Away,W,5,0,Brighton,4.4,0.2,70,,Kevin De Bruyne,4-3-3,Graham Scott,Match Report,,26,8,13.6,1.0,0,0
53,2020-07-15,18:00,Premier League,Matchweek 36,Wed,Home,W,2,1,Bournemouth,0.7,1.6,71,,David Silva,4-2-3-1,Lee Mason,Match Report,,8,4,15.8,1.0,0,0
55,2020-07-21,18:00,Premier League,Matchweek 37,Tue,Away,W,4,0,Watford,3.3,0.1,76,,Kevin De Bruyne,4-3-3,Michael Oliver,Match Report,,25,9,17.4,1.0,0,1
56,2020-07-26,16:00,Premier League,Matchweek 38,Sun,Home,W,5,0,Norwich City,3.2,1.0,73,,David Silva,4-3-3,Craig Pawson,Match Report,,31,9,15.3,0.0,0,0
